row_index,original_text,translated_text,label,Split
10,[#Energie #innovation #solaire #baterie] - Une cellule solaire qui stocke sa propre énergie: http http,[#Energy #innovation #solar #battery] - A solar cell that stores its own energy: http http,1,train
11,@user @user le rendement des éoliennes est quasiment au niveau théorique. Le solaire thermodynamique n'est pas encore top,@user @user The efficiency of wind turbines is almost at the theoretical level. Solar thermodynamics isn't great yet.,2,train
12,#biodiversité L'Assemblée autorise les éleveurs à abattre les loups : Ségolène Royal a franchi la limite http,#biodiversity The Assembly authorizes farmers to cull wolves: Ségolène Royal has crossed the line http,0,train
13,#Suède : une alternative écologique aux batteries au lithium http,#Sweden: An Eco-Friendly Alternative to Lithium Batteries,1,train
14,C’est une première : des scientifiques élaborent une cellule #solaire qui stocke sa propre énergie - @user - ►► http #ENR,This is a first: scientists develop a #solar cell that stores its own energy - @user - ►► http #ENR,2,train
15,#Ecologistes et #communistes sans merci à La Rochelle  http via @user,#Ecologists and #communists without mercy in La Rochelle http via @user,0,train
16,Ecologie c'est tout ce que j'entend,Ecology is all I hear.,1,train
17,"@user: construction, Transition énergétique. Développement durable, Économie. par ici la monnaie! http","@user: construction, Energy transition. Sustainable development, Economy. Show me the money! http",2,train
18,#Canada : Espèces en péril: écologistes et industriels s'unissent contre Ottawa http,#Canada: Endangered Species: Environmentalists and Industry Unite Against Ottawa,0,train
19,#Leclanché et #EPFL testent un nouveau système de #stockage d'énergie solaire | http via @user,Leclanché and EPFL are testing a new solar energy storage system | http via @user,1,train
20,Les raccordements d'installations d'énergies #renouvelables progresse en France. En route vers la #transition http,Connections of renewable energy installations are progressing in France. On the way to the transition.,2,train
21,"Ce matin dans @user, une interview de @user : ""je ne veux pas que l'écologie soit punitive"". #ecologie #verts #gouvernement","This morning on @user, an interview with @user: ""I don't want ecology to be punitive."" #ecology #greens #government",0,train
22,"PayinTech, un écosystème technologique de paiement et de services: La ""Start-up de la semaine"", rubrique lancée par… http","PayinTech, a technological ecosystem for payment and services: The ""Start-up of the Week,"" a section launched by… http",1,train
23,"#ecologie Suppression de l'écotaxe : « On vit sous l'effet des lobbies », selon la sénatrice EELV Benbassa http","#ecology Abolition of the eco-tax: ""We live under the influence of lobbies,"" according to EELV Senator Benbassa http",2,train
24,Comment imaginer une pareille chose???????? La SQ démantèle un réseau de voleurs d'huile de friture http,How could anyone imagine such a thing???????? The SQ dismantles a network of frying oil thieves http,0,train
25,@user tchiiiiiiiiip STI2D : Sciences et technique de l'industrie et du développement durable,@user tchiiiiiiiiip STI2D: Science and Technology of Industry and Sustainable Development,1,train
26,"@user On s'étonne qu'elle soit ouverte, cette pêche à l'anguille. Sauf si pêcher une espèce menacée est une forme de protection...",@user It's surprising that eel fishing is allowed. Unless fishing a threatened species is a form of protection...,2,train
27,1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l… http,"1,300 endangered species: how birds are disappearing in the... http",0,train
28,"Ils ne croient plus à la politique des partis et des urnes. Ils sont anarchistes, socialistes, écologistes et... http","They no longer believe in party politics and the ballot box. They are anarchists, socialists, environmentalists, and...",1,train
29,Quelle bonne idée a eu #Duflot de refuser l'écologie. Avec #RoyalSégolène ce ministère agit sans calcul bassement politique.,"What a good idea #Duflot had to refuse the ecology ministry. With #RoyalSégolène, this ministry acts without lowly political calculations.",2,train
30,"Le marché, l’écosystème, les technologies, les ressources humaines, l'argent sont totalement en votre défaveur /14","The market, the ecosystem, the technologies, the human resources, the money are completely against you /14",0,train
31,"@user, @user Et si on parlait des solutions du 21ième siècle !  Énergie renouvelable, partage du temps de travail, produits durables.","@user, @user How about we talk about 21st-century solutions! Renewable energy, work time sharing, durable products.",1,train
32,Eolien en mer : les 80 éoliennes du parc de Global Tech I installées avec succès #offshore #energie #AREVA http,Offshore wind: the 80 wind turbines of the Global Tech I park successfully installed #offshore #energy #AREVA,2,train
33,Ces pièges horribles tuent (ou laissent agoniser...) sans distinction des espèces protégées et même nos animaux... http,These horrible traps kill (or leave to agonize...) indiscriminately protected species and even our pets... http,0,train
34,"Avec Valls 2, on sabre le champagne chez les rentiers de l'immobilier au mépris des urgences sociales, écologiques et démocratiques.","With Valls 2, the champagne is flowing among real estate rentiers, disregarding social, ecological, and democratic urgencies.",1,train
35,Beauté des paysages et services écologiques – Espace pour la vie – Blogues – Voir.ca http,Beauty of Landscapes and Ecological Services – Space for Life – Blogs – Voir.ca,2,train
36,"Cette année, la neige groenlandaise n'est pas simplement un peu sombre. Elle l'est comme jamais. http via @user","This year, the Greenland snow isn't just a little dark. It's darker than ever. http via @user",0,train
37,"Déplacement de Ségolène Royal, Ministre de l'Écologie, du Développement durable ... http #Royal http","Visit of Ségolène Royal, Minister of Ecology, Sustainable Development ... http #Royal http",1,train
38,"Mais avec @user , on a pris un peu d’avance à la maison et au bureau. 100% de l’énergie que nous consommons est déjà renouvelable !","But with @user, we got a bit of a head start at home and in the office. 100% of the energy we consume is already renewable!",2,train
39,Virginie Schwarz quitte la DG de l’Ademe pour la DGEC (Premium) http #ecologie GreenUnivers,Virginie Schwarz leaves the position of Director General at Ademe for the DGEC (Premium) http #ecology GreenUnivers,0,train
40,Énergies vertes : l’État finalise le nouveau système de soutien http http,Green Energies: The State Finalizes the New Support System http http,1,train
41,Les supercalculateurs : source d'inspiration pour les panneaux solaires http #Tech #innovation,Supercomputers: A Source of Inspiration for Solar Panels #Tech #innovation,2,train
42,"Éoliennes, béton, abandon du patrimoine, vandalisme municipal!L'impérialisme du laid! Le poids ds enveloppes!#FranceDéfigurée #FranceBradée","Wind turbines, concrete, abandonment of heritage, municipal vandalism! The imperialism of ugliness! The weight of envelopes! #DisfiguredFrance #BargainedAwayFrance",0,train
43,Entrevue donnée par bibi ds le cadre du #FME2014 au sujet de la @user &amp; son rôle dans l'écosystème culturel. http,Interview given by Bibi as part of #FME2014 about @user and her role in the cultural ecosystem. http,1,train
44,160000 logements anciens rénovés par an:le chiffre le plus bas en matière de rénovation qu'à jamais connue la France #transitionenergetique,"160,000 old homes renovated per year: the lowest number of renovations France has ever seen #energytransition",2,train
45,on va voir les maires s'ils sont punis des magouilles pour les éoliennes! cinq ans de prison et un grosse amende! suivons de près,Let's see if the mayors are punished for the wind turbine schemes! Five years in prison and a hefty fine! Let's keep a close watch.,0,train
46,L'îlot d'ashdawai is out! http Stories via @user,"""L'îlot d'ashdawai is out! Check out the stories via @user""",1,train
47,"Découvertes surprenantes en Egypte: Preuve de haute technologie très ancienne, dont des machines à d... | @user http","Surprising discoveries in Egypt: Evidence of very ancient high technology, including machines for... | @user http",2,train
48,"L'éco-taxe abandonnée... J'allais faire un tweet pessimiste sur l'écologie, mais heureusement, Hollande rencontre Schwarzenegger. O__O","The eco-tax abandoned... I was about to tweet something pessimistic about ecology, but fortunately, Hollande is meeting Schwarzenegger. O__O",0,train
49,"#Environnement #Ecologie #Consommation  Les magasins ""#zéroemballage"" font un carton  (via @user)  http","#Environment #Ecology #Consumption  ""Zero packaging"" stores are a hit  (via @user)  http",1,train
50,Je viens de voir un #renard dans mon jardin. C'est beau mais j'imaginais ça plus gros. #campagne #biodiversité,"I just saw a #fox in my garden. It's beautiful, but I imagined it would be bigger. #countryside #biodiversity",2,train
51,[@user] : Contre la privatisation des centrales hydroélectriques http  #PG #RéseauFDG,[@user]: Against the privatization of hydroelectric power plants http #PG #RéseauFDG,0,train
52,"@user Tututuuu... fallait bien 10 ans d'endoctrinement pour ""sortir"" du nucleaire productif et installer des eoliennes improductives!","Tututuuu... it took 10 years of indoctrination to ""exit"" productive nuclear energy and install unproductive wind turbines!",1,train
53,"Brétigny, un an après : réagir, soutenir, accompagner http http","Brétigny, one year later: respond, support, accompany http http",2,train
54,"Moins médiatisé que le réchauffement climatique, l'acidification des océans représente pourtant un phénomène... http","Less publicized than global warming, ocean acidification nevertheless represents a phenomenon...",0,train
55,Une 6ème République pour un développement humain durable http via @user,A 6th Republic for sustainable human development http via @user,1,train
56,"#Documentaire #Transition : Découvrir de belles initiatives vers la transition énergétique, économique,... http","#Documentary #Transition: Discovering beautiful initiatives towards energy, economic transition,... http",2,train
57,@user aucune honte ! En plus nommé à une commission sur le développement durable ! Ne pas se plaindre de la montée de l'extémisme,"@user No shame! And on top of that, appointed to a commission on sustainable development! Don't complain about the rise of extremism.",0,train
58,"PayinTech, un écosystème technologique de paiement et de services #NFC http via @user cc @user @user","PayinTech, a technological ecosystem for payment and #NFC services http via @user cc @user @user",1,train
59,"Intervention sur ""Les TIC au service de l’environnement et du développement durable"" le 23/09 à @user http","Intervention on ""ICT for the Environment and Sustainable Development"" on 09/23 at @user http",2,train
60,#Environnement 1300 espèces menacées:comment les oiseaux sont en train de disparaître dans l'indifférence générale http,#Environment 1300 Endangered Species: How Birds Are Disappearing Amid General Indifference,0,train
61,[GNT] Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia http,Windows Phone: fragmented ecosystem and dominated (for the moment) by Nokia,1,train
62,"... Mais il est temps de me reposer, je laisse l'hydroélectricité à d'autres ... entre de bonnes mains ... que je connais bien :))","... But it's time for me to rest, I leave hydroelectricity to others ... in good hands ... that I know well :))",2,train
63,@user en bons gauchistes Obama/ Kerry ont enfin découvert qu’il existe un plus grand danger que le réchauffement climatique @user,"As good leftists, Obama/Kerry have finally discovered that there is a greater danger than climate change.",0,train
64,Éoliennes de l'Érable plus de 8 millions en voirie http,Éoliennes de l'Érable: more than 8 million in roadworks http,1,train
65,"#ONVPSM ""On peut aussi toujours espérer une remise en question de notre majorité vers la gauche et les écologistes"" @user","""We can also always hope for a shift of our majority towards the left and the environmentalists.""",2,train
66,[Communiqué] @user et @user ont annoncé la suspension sine die du dispositif de l'écotaxe http,[Statement] @user and @user have announced the indefinite suspension of the ecotax system http,0,train
67,Réchauffement climatique : le point culminant de la Suède sur le point de passer en deuxiè me position… http,Climate Change: Sweden's Highest Point About to Drop to Second Place… http,1,train
68,#ecologie L'écotaxe poids lourds repoussée pour mieux être enterrée http,#Ecology The heavy vehicle ecotax postponed to be better buried http,2,train
69,"@user Les éoliennes défigurent nos jolies campagnes.Un désastre financé par le contribuable.Un pur délire idéologique,un de plus!","@user Wind turbines disfigure our beautiful countryside. A disaster funded by taxpayers. Pure ideological madness, yet another one!",0,train
70,"Ouai mais tu nage plus vite, énergie hydraulique","Yeah, but you swim faster, hydraulic energy.",1,train
71,Bien assurer sa maison et ses équipements écologiques http via @user,Properly insure your home and its eco-friendly equipment http via @user,2,train
72,Mauvaise recolte du blé la faute o mauvais temps a bon moi j'dirais plutot la faute au réchauffement climatique et sa s' intensifira #soir3,"Poor wheat harvest due to bad weather, well I'd rather say it's the fault of climate change and it will intensify #evening3",0,train
73,#WIF - Mégasommet économique lundi prochain à @user  | http http via @user,#WIF - Mega Economic Summit next Monday at @user | http http via @user,1,train
74,@user pour expérimenter l'encadrement des #loyers dans 64 communes de l'agglo de @user http @user,@user to experiment with rent control in 64 municipalities of the @user agglomeration http @user,2,train
75,1 300 espèces menacées : comment les oiseaux sont en train de disparaître dans l'indifférence… // http,"1,300 endangered species: how birds are disappearing in indifference... // http",0,train
76,IBM teste ses nouveaux panneaux solaires au Maroc | Telquel.ma http,IBM tests its new solar panels in Morocco | Telquel.ma http,1,train
77,FAO - Nouvelles: Réduire les émissions de gaz à effet de serre dues à l’élevage: c’est possible http,FAO - News: Reducing Greenhouse Gas Emissions from Livestock: It's Possible,2,train
78,C'est vraiment affligeant quand vous avez aux commandes de l'#écologie l'incompétence et l'amateurisme d'une certaine Ségolène Royal...,It's truly distressing when you have the incompetence and amateurism of a certain Ségolène Royal at the helm of #ecology...,0,train
79,Place aux votes ! @user  : Les #PrixPinocchio2014 du développement durable http,Time to vote! @user: The #PinocchioAwards2014 for sustainable development http,1,train
80,#ecologie Pour la croissance du poétique http,#ecology For the growth of the poetic http,2,train
81,Sciences : le manchot empereur victime du réchauffement climatique : http #Environnement #Oiseaux #Biodiversité #Climat,Science: The Emperor Penguin Victim of Climate Change: http #Environment #Birds #Biodiversity #Climate,0,train
82,#Durable Le péage poids lourd suspendu par Ségolène Royal: Le péage transit poids-lourds qui devait remplacer ... http,#Durable The heavy vehicle toll suspended by Ségolène Royal: The heavy vehicle transit toll that was supposed to replace ... http,1,train
83,On s'est fait un copain! #Kilti est fier du projet #collaboratif et soucieux de l'#écologie .… http,We made a friend! #Kilti is proud of the #collaborative project and mindful of #ecology.… http,2,train
84,L'assemblée va interdire les sacs plastiques ..on ne va plus ramasser les crottes de son chien ?au nom de l'écologie..hum,The assembly is going to ban plastic bags... so we won't pick up our dog's poop anymore? In the name of ecology... hmm.,0,train
85,L'Ecolabel Européen sur les lieux d’hébergements touristiques http,The European Ecolabel for tourist accommodation sites,1,train
86,Lutter contre le réchauffement climatique et réduire la facture énergétique http,Fight against climate change and reduce the energy bill,2,train
87,#Climat : l’assombrissement de la surface du Groenland au printemps amplifie le changement climatique sur la calotte http,#Climate: The Darkening of Greenland's Surface in Spring Amplifies Climate Change on the Ice Sheet,0,train
88,3 recettes naturelles pour entretenir sa maison http,3 Natural Recipes for Maintaining Your Home,1,train
89,"@user @user ""POUR l'#Energie #eolienne"" : j'adhere !","@user @user ""FOR #Wind #Energy"": I'm in!",2,train
90,"#Begov: ""moins de moyens pour les services publics qui ne déploieront pas suffisamment d’efforts en matière de développement #durable""","Begov: ""fewer resources for public services that will not make enough efforts in terms of sustainable development""",0,train
91,Offre d'emploi: Commerciaux H/F: 17 La Rochelle http #job #emploi  #emploi #job,Job Offer: Sales Representatives M/F: 17 La Rochelle http #job #employment #employment #job,1,train
92,"Biocarburant 2G, inauguration de la plateforme de prétraitement de biomasse Syndièse http Car... http","2G Biofuel, Inauguration of the Syndièse Biomass Pretreatment Platform http Car... http",2,train
93,Carburants très polluants : le lobby pétrolier remporte une bataille @user @user @user http,Highly Polluting Fuels: The Oil Lobby Wins a Battle @user @user @user http,0,train
94,"Terre XXI /Les énergies renouvelables, un domaine prioritaire à Baia Mare    La municipalité de Baia Mare (dans... http","I'm sorry, but it seems like the text you provided is incomplete. Could you please provide the full text so I can assist you with the translation?",1,train
95,Les députés ont voté l'objectif de montée en puissance des énergies #renouvelables dans le mix énergétique http #LoiRoyal,The deputies have voted on the goal of increasing the share of #renewable energies in the energy mix http #LoiRoyal,2,train
96,Le scandale des éoliennes hors de France : http,The wind turbine scandal outside of France: http,0,train
97,Le 12ème Festival du #Livre et de la #Presse écologiques c'est en octobre à #Paris http #ecologie http,The 12th Festival of #Ecological Books and #Press is in October in #Paris http #ecology http,1,train
98,Comprendre le changement climatique en 2 minutes grâce à @user http,Understand climate change in 2 minutes thanks to @user http,2,train
99,Cécile Duflot aurait dû être intransigeante sur les questions sociales et écologiques. #ONPC,Cécile Duflot should have been uncompromising on social and ecological issues. #ONPC,0,train
100,#Polémique autour de l’#abattage massif de bouquetins en #HauteSavoie : Bête décision... http,Controversy over the mass culling of ibex in Haute-Savoie: A beastly decision...,1,train
101,Développer les #ENR dans la chaleur permettrait de diminuer significativement la part des énergies carbonées http @user,Developing #RES in heating would significantly reduce the share of carbon-based energies http @user,2,train
102,"@user Ouais mais après je vois rien, j'allume la lumière, je consomme de l'électricité, c'est chère, développement durable etc...","Yeah, but then I can't see anything, so I turn on the light, I use electricity, it's expensive, sustainable development, etc...",0,train
103,Une forêt d'éoliennes pousse http via @user,A forest of wind turbines is growing http via @user,1,train
104,RT @user: Energies vertes : l'Etat finalise le nouveau système de soutien http,RT @user: Green energies: The government finalizes the new support system http,2,train
105,"@user Certes,mais elle est toute aussi inélégante que lui olivia. elle l'a piqué à l'autre soi disant ministre de l'écologie non?","Certainly, but she is just as inelegant as him, Olivia. Didn't she take it from the other so-called Minister of Ecology?",0,train
106,Les #énergies #renouvelables: L’option la plus économique pour le mix énergétique de l’UE en 2030 http,Renewable #energies: The most economical option for the EU's energy mix in 2030 http,1,train
107,L’article 50 réforme la contribution au service public de l’électricité #CSPE http #DirectAN #VotreEnergie #PLTECV,Article 50 reforms the contribution to the public electricity service #CSPE #DirectAN #YourEnergy #PLTECV,2,train
108,@user @user @user les communistes qui se disent écologistes ne manifestent pas contre ces méthodes,@user @user @user The communists who call themselves environmentalists do not protest against these methods.,0,train
109,(french) Réchauffement de la planète: @user sera reçu par Hollande http #COP20 #COP21 #Paris2015,Global Warming: @user will be received by Hollande http #COP20 #COP21 #Paris2015,1,train
110,Nouveau post: Comprendre la géothermie http,New post: Understanding Geothermal Energy http,2,train
111,Changement climatique : l'acidification des océans s'accélère : http,Climate Change: Ocean Acidification is Accelerating,0,train
112,De plus en plus de moteurs d'impression remplace la technologie d'imagerie laser par des LED #oki #toshiba #brother #xerox / #ecologie,More and more printer engines are replacing laser imaging technology with LEDs #oki #toshiba #brother #xerox / #ecology,1,train
113,Ouverture à #Kimpese des travaux de l’atelier d’évaluation des risques liés au changement climatique  http #Congo,Opening in #Kimpese of the workshop on risk assessment related to climate change http #Congo,2,train
114,Suspension sine die de l'#ecotaxe http,Suspension sine die of the #ecotax http,0,train
115,"#TRAVEHC, Global travaux écologiques : l'expert nettoyeur ! http","#TRAVEHC, Global Ecological Works: The Expert Cleaner!",1,train
116,@user : la survie des îles tient au respect d’engagements fermes dans la lutte contre le changement climatique http,@user: The survival of the islands depends on adhering to firm commitments in the fight against climate change.,2,train
117,Ecologistes et communistes sans merci à La Rochelle  http via @user,Ecologists and Communists show no mercy in La Rochelle http via @user,0,train
118,TypHAS - Une école de chaumiers au Sénégal | @user http,ERROR: 'NoneType' object has no attribute 'strip',1,train
119,"""La marque c'est un écosystème de confiance : sens / expérience / identité"" @user #AperoCom","""The brand is an ecosystem of trust: meaning / experience / identity"" @user #AperoCom",2,train
120,""" les écologistes ont une aversion idéologique pour le nucléaire"" @user @user","""The environmentalists have an ideological aversion to nuclear power.""",0,train
121,Réchauffement climatique et remontée des maladies tropicales -  http,Climate Change and the Rise of Tropical Diseases - http,1,train
122,"Prévention des risques d’inondation - La stratégie face aux risques d’inondations : ne plus subir, mais anticiper http","Flood Risk Prevention - The Strategy for Flood Risks: No Longer Endure, but Anticipate",2,train
123,"@user en interview @user : ""En Rhône-Alpes, le divorce entre PS et Verts est possible"" | @user http","@user in interview @user: ""In Rhône-Alpes, the divorce between PS and Greens is possible"" | @user http",0,train
124,#ecologie Maud Fontenoy veut replacer l'océan au centre des préoccupations http,#Ecology Maud Fontenoy wants to put the ocean back at the center of concerns http,1,train
125,"Ecobole, plateforme de crowdfunding dédiée aux projets écologiques et aux démarches eco-responsables http via @user","Ecobole, a crowdfunding platform dedicated to ecological projects and eco-friendly initiatives http via @user",2,train
126,Le sud-est de la #France face a une #crise de l'eau - http,The southeast of #France facing a #water crisis - http,0,train
127,(2) http Bien tenté mémère mais vois-tu il méprise tellement les français que ca se voit !,"(2) http Nice try, granny, but you see, he despises the French so much that it's obvious!",1,train
128,L’énergie verte en Russie sera boostée grâce à la Chine  http,Green energy in Russia will be boosted thanks to China.,2,train
129,"#ecologie Segolène Royal annonce la suspension ""sine die"" de l'écotaxe http",#Ecology Segolène Royal announces the indefinite suspension of the ecotax http,0,train
130,Intégrer les énergies renouvelables (2e éd.) – Librairie Actu-Environnement http,Integrating Renewable Energies (2nd ed.) – Actu-Environnement Bookstore http,1,train
131,#ecologie Quand le recyclage des bouteilles en plastique nourrit les chiens errants d'Istanbul http,#Ecology When Recycling Plastic Bottles Feeds Istanbul's Stray Dogs,2,train
132,"Éoliennes ""prises illégales d'intérêt impliquant des élus locaux"" http","Wind turbines ""illegal conflict of interest involving local elected officials"" http",0,train
133,l'écologie de la machine,The ecology of the machine,1,train
134,Les pétrolières continuent leur attaque en règle contre la protection des espèces menacées pour favoriser le... http,The oil companies continue their full-scale attack against the protection of endangered species to promote the... http,2,train
135,#Mexique : #Révolte et morts suspectes autour des champs d' #éoliennes mexicains -  http,Mexico: Revolt and Suspicious Deaths Surrounding Mexican Wind Farms - http,0,train
136,"#LGDM MDR, le monsieur qui parle d'extrême gauche et moi quand je parle des verts, je ne parle pas forcément des écologistes.","#LGDM MDR, the gentleman who talks about the far left and me, when I talk about the greens, I'm not necessarily talking about the environmentalists.",1,train
137,"#Durable La rénovation énergétique à l'honneur pour la fête de l'énergie !: Du 9 au 12 octobre, venez faire le... http","#Durable Energy renovation in the spotlight for the energy festival!: From October 9 to 12, come and...",2,train
138,"@user Elle occupe son temps en dépensant de l'énergie ! ( elle est renouvelable Elle) à mon Avis, mais toi ? ...","She spends her time by expending energy! (She's renewable, in my opinion, but what about you? ...)",0,train
139,#ecologie Le maire parle de sa vision du développement durable http,#ecology The mayor talks about his vision for sustainable development http,1,train
140,La Rochelle : Europe-Ecologie les Verts veut encadrer les loyers - Sud Ouest: Sud OuestLa ... http #ecologie #eco #bio,La Rochelle: Europe-Ecology The Greens Wants to Regulate Rents - Sud Ouest: Sud OuestLa ... http #ecology #eco #bio,2,train
141,Espèces végétales: La liste noire des plantes invasives s'allonge - http #Biodiversité #Ecologie #Suisse #Botanique,Plant Species: The blacklist of invasive plants is growing - http #Biodiversity #Ecology #Switzerland #Botany,0,train
142,Dans le 1 derniers jour(s) ma #PowerRouter a généré 0 kWh d'énergie solaire,"In the last 1 day(s), my #PowerRouter generated 0 kWh of solar energy.",1,train
143,Écosystème ya sentiment (8),"""Ecosystem has sentiment (8)""",2,train
144,#ecotaxe quel joli recul de l'écologie !!!!!,#ecotax what a lovely setback for ecology!!!!!,0,train
145,Windows Phone : écosystème fragmenté et dominé ( pour le moment ) par Nokia : http,Windows Phone: fragmented ecosystem and dominated (for the moment) by Nokia: http,1,train
146,LES JEUNES ECOLOGISTE MOBILISES POUR LES DROITS DES OURS DES LYNXS DES LOUPS BRAVO !,"THE YOUNG ECOLOGISTS MOBILIZED FOR THE RIGHTS OF BEARS, LYNXES, AND WOLVES, BRAVO!",2,train
147,Voila l'écologie c aussi interdire les pic nic ! @user: La vaisselle jetable bientôt interdits en France http,"Here is ecology, it's also about banning picnics! @user: Disposable tableware soon to be banned in France http",0,train
148,Le FRR rejoint les 348 signataires de la déclaration sur le changement climatique. #Paris pluie http,The FRR joins the 348 signatories of the declaration on climate change. #Paris rain http,1,train
149,#Bure #biocarburant le projet #Syndièse officiellement lancé. Récit de l'inauguration par @user aujourd'hui dans le #JHM,#Bure #biofuel the #Syndièse project officially launched. Account of the inauguration by @user today in the #JHM,2,train
150,"#Écotaxe : pour @user, Ségolène Royal ""assassine"" l'écologie : http","#Ecotax: for @user, Ségolène Royal ""kills"" ecology: http",0,train
151,En #Russie le climat se durcit pour les défenseurs de l'environnement par Amnesty http via @user,"In #Russia, the climate is becoming harsher for environmental defenders by Amnesty http via @user",1,train
152,La chasse au loup est ouverte: le préfet autorise un tir de prélèvement cet été en Isère http #Biodiversité #Loup #Animaux,The wolf hunt is open: the prefect authorizes a culling shot this summer in Isère. #Biodiversity #Wolf #Animals,2,train
153,Pollution de l’eau aux pesticides: la nature au travail http,Water Pollution from Pesticides: Nature at Work,0,train
154,Réchauffement climatique : la carte des villes qui seront touchées en premier http,Climate Change: The Map of Cities That Will Be Affected First,1,train
155,L’Etat s’est trouvé face à un Diogène industriel: Trois cents tonnes de déchets toxiques à assainir. ... http #Genève,The State found itself facing an industrial Diogenes: Three hundred tons of toxic waste to clean up. ... http #Geneva,2,train
156,"R-É-V-O-L-T-A-N-T !!! Désolé, y'a pas d'autre mot ! http","R-E-V-O-L-T-I-N-G!!! Sorry, there's no other word! http",0,train
157,#DREAL Colloque national le 4 décembre : les agendas 21 de demain:  http,"I'm sorry, but the text you provided is incomplete. Could you please provide the full text for translation?",1,train
158,En voilà une qui devra faire jubiler les écologistes et tirer de leur torpeur les Verts. L’utilis... http #madagascar,Here's one that should make environmentalists rejoice and rouse the Greens from their torpor. The use...,2,train
159,"Hélène Le Teno « la doctrine dominante oublie les énergies vertes""","Hélène Le Teno: ""The prevailing doctrine forgets about green energies.""",0,train
160,#ecologie Parlementaires et chefs services dans la prospective de l'agenda de la CIPD 20 ans après son ... http,#Ecology Parliamentarians and service chiefs in the foresight of the ICPD agenda 20 years after its ... http,1,train
161,"RT @user: Demain Workshop International dédié aux Energies Renouvelables pour le Monde Rural, http #EnR","RT @user: Tomorrow, International Workshop dedicated to Renewable Energies for the Rural World, http #EnR",2,train
162,"On achète son propre GAZ en devises (STeg de BG), on rentre en gréve contre les énergies renouvelables (SteG) ,... http","We buy our own GAS in foreign currency (STeg de BG), we go on strike against renewable energies (SteG),... http",0,train
163,Jean-Luc  Bennahmias taclé par Cécile Duflot - Libération | @user http,Jean-Luc Bennahmias criticized by Cécile Duflot - Libération | @user http,1,train
164,"Il y a un bal parfumé dans ma chambre. J'ai mis à brûler quelques bâtonnets d'encens, histoire de planter mon écosystème d'ermite ...","There is a fragrant ball in my room. I lit a few incense sticks, just to set up my hermit ecosystem...",2,train
165,RT @user Toutes les espèces de grands singes gravement menacées par les activités humaines : http,RT @user All species of great apes seriously threatened by human activities: http,0,train
166,"""certains médias ont laissé entendre que le SCRS et d'autres ministères et agences gouvernementales considèrent... http","It seems like the text you provided is incomplete. However, I can help translate the part you provided:

""Some media have suggested that CSIS and other government departments and agencies consider...""

If you have more of the text, feel free to share it, and I can help translate the rest!",1,train
167,"@user : ""Je ne veux pas que l'écologie soit punitive"" | #Politique #ecologie http","@user: ""I don't want ecology to be punitive"" | #Politics #ecology http",2,train
168,Ecotaxe: Ségolène Royal face à sa première crise au ministère de l'Ecologie  http,Ecotax: Ségolène Royal Faces Her First Crisis at the Ministry of Ecology,0,train
