row_index,original_text,translated_text,label,Split
24,"@user @user qué tendrá brozas.. jaajajaja que me descontrola, será la mala influencia","@user @user what does brozas have.. hahaha it makes me lose control, must be the bad influence",0,train
25,@user Katy le dió like en instagram y en mis Rt hace dos días los vieron juntos,"Katy liked on Instagram and my retweets, they were seen together two days ago.",1,train
26,"Voy a jugar mi primera ranked de 10. Hmm no se si la liaré o no, pero bronce V me espera y mañana jugaré poco o nada, so a jugársela","I'm going to play my first ranked game out of 10. Hmm, I don't know if I'll mess it up or not, but Bronze V awaits me, and tomorrow I'll play little or nothing, so let's take a chance.",2,train
27,Cuando le he dicho a la bollo que estoy morena se ha reído en mi cara,"When I told the girl that I'm tan, she laughed in my face.",0,train
28,@user @user @user @user lo importante es saber cuando! Por si hay que evitar compras foráneas,@user @user @user @user The important thing is to know when! In case we need to avoid foreign purchases.,1,train
29,Sin duda @user fue una experiencia preciosa  @user @user Y habrá más!,"Without a doubt, @user it was a beautiful experience @user @user And there will be more!",2,train
30,"Como sé que les re interesa, les actualizo: me dijo que sí a ver una peli pero me habló de un pibe dándome a entender que están saliendo","As I know you're really interested, here's an update: they said yes to watching a movie, but mentioned a guy, hinting that they're seeing each other.",0,train
31,como entraba una conversación de estas largas de hablar toda la noche con alguien,How did one enter into one of those long conversations where you talk all night with someone?,1,train
32,una Go-Pro de calidad! proteccion bajo el agua y soporte de cabeza    porq ago tantas caras...OK EN FIN!,"A quality Go-Pro! Underwater protection and head mount. Why do I make so many faces... OK, ANYWAY!",2,train
33,Se que la pena de muerte no es algo bueno . Pero que diablos podemos hacer con los violadores ! Yo no le veo otra salida,I know that the death penalty is not a good thing. But what the hell can we do with rapists! I don't see any other way out.,0,train
34,"@user se llama Wolf, es la mascota #SeSalen en apoyo a los deportistas paralímpicos  Más inf http 😃","@user is named Wolf, the #SeSalen mascot supporting Paralympic athletes. More info http 😃",1,train
35,Que dicha que hay trabajo y salud y vacaciones también,What a joy that there is work and health and vacations too.,2,train
36,@user Impresionante. Una pena que hoy no pueda hacer una foto del atardecer.. P.d Gracias guapiño,"@user Impressive. It's a shame I can't take a photo of the sunset today.. P.S. Thanks, cutie.",0,train
37,"Este viernes iré al cine a ver #NoRespires para celebrar mi cumple. Por cierto, no estáis invitados","This Friday I'm going to the movies to watch #Don'tBreathe to celebrate my birthday. By the way, you're not invited.",1,train
38,La pulsera es preciosa tio,"The bracelet is gorgeous, dude.",2,train
39,@user es lamentable un tema tan sensible jamás con ese enfoque,@user It's regrettable to approach such a sensitive topic in that way.,0,train
40,"-Me caes muy bien  -Tienes que jugar más partidas al lol con Russel y conmigo -Por qué tan Otako, deja de ser otako -Haber si me muero","Here is the translation of the text:

""I really like you. You need to play more League of Legends games with Russel and me. Why so Otaku? Stop being an Otaku. Let's see if I die.""",1,train
41,"@user, vaya, felicidades atrasadas y muchas gracias","@user, wow, belated congratulations and thank you very much",2,train
42,"@user  Otra cosa es que no tuviera seguridad social, porqe no era obligatorio en su situacion. Lee, los libros no muerden","@user Another thing is that he didn't have social security because it wasn't mandatory in his situation. Read, books don't bite.",0,train
43,"Trato de manejar esa sensación de: ""no me soporto a mi misma"" de estos ultimos 2 días ¡qué dolor! Es que no soy yo misma. #malditoandres","I'm trying to deal with that feeling of ""I can't stand myself"" from these last 2 days. What a pain! It's just that I'm not myself. #damnAndres",1,train
44,@user Que bonita la gente educada un gran abrazo para vos 🤗,"@user How lovely are polite people, a big hug for you 🤗",2,train
45,"@user En Espanya la prensa ni es libre, ni es independiente, ni muchísimo menos plural  Síntoma de nuestra pobre democracia.","@user In Spain, the press is neither free, nor independent, nor even remotely plural. A symptom of our poor democracy.",0,train
46,@user fuera del típico saludo navideño tengo una duda: pasan Navidad juntos o cada uno con su familia? Saludos desde Lima,"@user, beyond the typical Christmas greeting, I have a question: do you spend Christmas together or each with your own family? Greetings from Lima",1,train
47,@user Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!,"Merry Christmas, Felino!!! Haha! Greetings and hugs to the family!",2,train
48,Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda,My pants ripped horizontally from the thigh down to below the buttock... I'm already in fashion.,0,train
49,"Estimada @user, reciba un cordial saludo, nosotros somos el 1er Centro de Ozonoterapia en el Perú, contamos con muchos tratamientos","Dear @user, receive a warm greeting. We are the first Ozone Therapy Center in Peru, and we offer many treatments.",1,train
50,FF a los geniales de @user !!,Shoutout to the awesome folks at @user!!,2,train
51,"90% para designar a quienes somos muy aficionados a todos este mundo nippon y aunque la elicación suene que tiene un ""final feliz"" mmm","ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",0,train
52,sería muy chuzo tener una gopro pero yo de mi casa no salgo así que no tendría mucho sentido.,"It would be really cool to have a GoPro, but I don't leave my house, so it wouldn't make much sense.",1,train
53,2. Si. Eres mi crush máximo aunque te considere de mis mejores amigos,2. Yes. You are my ultimate crush even though I consider you one of my best friends.,2,train
54,"Nunca dejes el fb abierto y tu hermana a lado, es un PELIGRO!","Never leave Facebook open with your sister next to you, it's a DANGER!",0,train
55,"Tanto ritmo en el restaurant #DonMarcelo Si vienes a #Cusco, no olvides visitarlo @ Plaza de…","So much rhythm at the restaurant #DonMarcelo! If you come to #Cusco, don't forget to visit it @ Plaza de...",1,train
56,@user Google luego se encarga de asociar el contenido (bien escrito) con la búsqueda que se hizo (mal escrita).,Google then takes care of associating the content (well-written) with the search that was made (poorly written).,2,train
57,Ayay quiero grrabar un trocito de Drown con el ukelele porque tiene que quedar preciosa. Pero tengo la voz fatal,"Oh, I want to record a little piece of ""Drown"" with the ukulele because it has to sound beautiful. But my voice is terrible.",0,train
58,@user debería liarla en el @user con un stand que proyectara desde el público a las pantallas del concierto  #MTVDcode2016.,ERROR: 'NoneType' object has no attribute 'strip',1,train
59,"@user que ricoooo, me abriste el apetito!! Solo una cosa. Las aceitunas tienen que ser las negras",@user How delicious! You've made me hungry! Just one thing. The olives have to be the black ones.,2,train
60,"Pero como no tengo una puta mierda en común pues nadie me mete para ningún grupo ni nada, claro","But since I don't have a damn thing in common, no one includes me in any group or anything, of course.",0,train
61,Me gusta mucho ir a Chepén y estar con la familia de Kike. Lo que no me gusta es tener que trabajar el lunes siguiente,I really like going to Chepén and being with Kike's family. What I don't like is having to work the following Monday.,1,train
62,"Bueno,gracias a algunos(casi gratis) por confiar su salud en mi(un año más) no se enfermen mucho este año pues, jaja mentira, saludos","Well, thanks to some (almost for free) for trusting your health with me (one more year). Don't get too sick this year, haha just kidding, best wishes.",2,train
63,Que le pasa a @user que no puede estar en Twitter y WhatsApp a la vez? Las 2 fiestas están igual de buenas y se esta perdiendo una!,What's up with @user that they can't be on Twitter and WhatsApp at the same time? Both parties are equally good and they're missing out on one!,0,train
64,"Haces un update con tu pata de intercambio. Te pregunta, entre otras cosas, por tu vida amorosa. Suena ""brillas"" de León Larregui.","You catch up with your exchange buddy. They ask you, among other things, about your love life. ""Brillas"" by León Larregui is playing.",1,train
65,Hace tres días que entre a @user y hoy me he pegado el segundo clip  1080 desde lo alto del ala del caza http,Three days ago I joined @user and today I hit my second 1080 clip from the top of the fighter jet's wing.,2,train
66,Cuando pasan de tu p*** cara  😢,When they ignore your f***ing face 😢,0,train
67,@user la divaza te tiene cansado toda la noche no te deja dormir,@user La Divaza keeps you up all night and doesn't let you sleep.,1,train
68,Tengo una perrina adorable... Sabéis que me acompaña hasta la a habitación cuando me voy a dormir?,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",2,train
69,"No me puedo quedar dormida ni un ratito, porque para mi mamá ya estoy anémica de nuevo","I can't fall asleep even for a little while, because to my mom, I'm already anemic again.",0,train
70,"@user No se , creo que no . Yo solo mire mi fecha","@user I don't know, I don't think so. I just looked at my date.",1,train
71,"Con lo cual he abierto todas las ventanas y he conectado el móvil a los altavoces, a ver si ahora suena mejor","With that, I've opened all the windows and connected the phone to the speakers, let's see if it sounds better now.",2,train
72,"@user Tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres","@user Dude, so you think ""mosca"" is an insult, I think that's a bit disrespectful to the poor things.",0,train
73,"@user hoy tengo libre JAJA , viernes no puedo","@user I'm free today LOL, I can't on Friday.",1,train
74,@user @user ahora se me despierta la curiosidad de saber cuáles eran esos antiguos nombres...,@user @user Now my curiosity is piqued to know what those old names were...,2,train
75,"@user Si, lástima que el bicho grandote sirva para sembrar destrucción y muerte","@user Yes, it's a shame that the big creature is used to sow destruction and death.",0,train
76,"ayer me dio mi dio mi ataque de panico retrocedi a cuando tenia 5 años, me despertaba sola en cama y comenzaba a gritar pq no habia nadie","Yesterday, I had a panic attack and I went back to when I was 5 years old. I would wake up alone in bed and start screaming because there was no one there.",1,train
77,Sólo la Karlita me entiende y me da buenos consejos,Only Karlita understands me and gives me good advice.,2,train
78,"Ya no tengo libro para leer ni serie para ver, mis noches se están volviendo aburridas","I no longer have a book to read or a series to watch, my nights are becoming boring.",0,train
79,Con entusiasmo y optimismo en este primer día del año. Todo depende de lo que Dios me tiene preparado. #VamosConFe,With enthusiasm and optimism on this first day of the year. Everything depends on what God has prepared for me. #Let'sGoWithFaith,1,train
80,Tengamos un día lleno de magia y lindos momentos,Let's have a day full of magic and lovely moments.,2,train
81,"Después de unos cuatro días de ermitaña, salir al sol no me hizo muy bien fiebre largate","After about four days of being a hermit, going out into the sun didn't do me much good. Fever, go away.",0,train
82,@user todo lo que sea posible,@user everything that is possible,1,train
83,"Días como hoy agradezco no tener carro. Andar con el hígado hinchado por saber esos marchamos, mejor ando en Uber jaja","On days like today, I'm grateful I don't have a car. Walking around with a swollen liver from knowing about those fees, better to take an Uber haha",2,train
84,Difícilmente el quiera algo serio con ust si todo empezó por yaleo y nudes respétese y verá que la buscan para algo serio y bonito️,"It's unlikely that he wants something serious with you if everything started with flirting and nudes. Respect yourself, and you'll see that they'll seek you out for something serious and beautiful.",0,train
85,cuando estás conversando de la más tranquila y te hacen recordar que mataron al perro de majin boo,When you're having the most peaceful conversation and they remind you that Majin Buu's dog was killed.,1,train
86,@user gracias Manuel por este arte de recoger mi texto en tu revista  Un abrazo grande!,"@user Thank you, Manuel, for the art of including my text in your magazine. A big hug!",2,train
87,"Quiero comer algo, aunque estoy llena","I want to eat something, even though I'm full.",0,train
88,No sabía que el amor de mi vida iba a cantar. Hubiese visto el programa.,I didn't know the love of my life was going to sing. I would have watched the show.,1,train
89,"@user y cómo mezclan realidad con mundos paralelos, y que es diferente a las demás películas de Marvel","@user and how they mix reality with parallel worlds, and that it's different from the other Marvel movies",2,train
90,glowen sigue a cuentas inactivas y es en plan oh seguro que esas cuentas te dan mucho más apoyo que a las que le diste unf JAJAJA,"Glowen follows inactive accounts and it's like, oh sure, those accounts give you much more support than the ones you unfollowed, LOL.",0,train
91,"Elige amar, así duela, así parezca un imposible, así te tiemble el alma, así tengas miedo, así vayas a salir herida. El amor transforma","Choose to love, even if it hurts, even if it seems impossible, even if your soul trembles, even if you're afraid, even if you might get hurt. Love transforms.",1,train
92,@user @user @user @user @user Gran capacidad de análisis de @user en esa entrevista. #visión,@user @user @user @user @user Great analytical skills from @user in that interview. #vision,2,train
93,Me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante,"I would like to fix so many things, but I can't fix any of them, and it's very frustrating.",0,train
94,Ha ardido una caravana aparcada al lado de la playa   Fuego ya sofocado por los bomberos @… http,A caravan parked next to the beach has burned. Fire already extinguished by the firefighters @… http,1,train
95,"#SinPelosEnLaLengua Además,la novia de luz esta buena  Que opináis de @user maricon??","#StraightTalk Also, Luz's girlfriend is hot. What do you think of @user, gay?",2,train
96,Atm veo los 7 primeros teams un poco lejos de los 3 últimos. A ver que pasa si mejoran y/o cambian sus estrategias etc idk,"At the moment, I see the top 7 teams a bit far from the bottom 3. Let's see what happens if they improve and/or change their strategies, etc. idk",0,train
97,El huequito del septum no se me ha cerrado por completo pero ya no me cabe la pieza,"The septum hole hasn't completely closed, but the jewelry no longer fits.",1,train
98,"@user Que guapísimo , dejaron mendizorroza, pero San mames ... de los + guapos del MUNDO¡¡ sin duda.(opinión)","@user How incredibly handsome they left Mendizorroza, but San Mamés... one of the most beautiful in the WORLD!! Without a doubt. (opinion)",2,train
99,"Por payasa debo hacer un trabajo grupal para mañana, algunos grupos aún no terminan y yo tengo que hacerlo en máximo 2 horas","Because I was being silly, I have to do a group project for tomorrow. Some groups still haven't finished, and I have to complete it in a maximum of 2 hours.",0,train
100,"Después de siete largos años vuelvo a pasar navidad junto con mi mamá, mi papá y mi hermana. Todos juntos con una yapita de sobrino.","After seven long years, I'm spending Christmas again with my mom, dad, and sister. All together with the addition of a little nephew.",1,train
101,@user 1000/10 de verdad a ti que voy a decir petarda que te quiero más que a mí mismo  ✨,"@user 1000/10 really, what can I say to you, darling, I love you more than myself ✨",2,train
102,ola wapa k tal stas?? spero k no seas una sorra kmo las otras xikas   - machirulo   QUÉ COJONES JAJSAKJKJSADJJSJASJAJAJA,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",0,train
103,"@user @user dicen que tira pa, san Mateo ahora Jaaja",@user @user they say it's heading to San Mateo now Haha,1,train
104,@user @user ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,"@user @user Will it be digital only then? Perfect! Thank you so much, really. A hug from Costa Rica. Pura vida!",2,train
105,@user joder como te entiendo  nosotros literalmente nos tenemos que saltar las clases e ir a un centro comercial si queremos kkar,"Damn, I totally get you. We literally have to skip classes and go to a mall if we want to kkar.",0,train
106,Decidido: lanzo canal de YouTube. Con qué canción o con qué tema me aconsejan que empiece?,Decided: I'm launching a YouTube channel. What song or topic do you recommend I start with?,1,train
107,Ese aplauso para Diego Luna y Felicity Jones fue estruendoso. Tengo ganas de ver Rogue One y no puedo,That applause for Diego Luna and Felicity Jones was thunderous. I really want to see Rogue One and I can't.,2,train
108,"Lo de quedarse sola en casa sonaba a planazo de domingo, hasta que me doy cuenta de que no hay dulces en casa","Staying home alone sounded like a great Sunday plan, until I realized there were no sweets in the house.",0,train
109,Nicole choteando idiotas desde tiempos inmemorables!,"Nicole, teasing idiots since time immemorial!",1,train
110,"@user Por cierto, encantado de conocerte virtualmente  Tenemos a @user en común. Saludetes.","@user By the way, delighted to meet you virtually. We have @user in common. Cheers.",2,train
111,@user necesito mi ración de atención diaria que si no no mantengo la autoestima,"@user I need my daily dose of attention, otherwise I can't maintain my self-esteem.",0,train
112,@user @user Fue la última vez que fuimos al cine,@user @user It was the last time we went to the movies.,1,train
113,@user Pero es que está muy rica,@user But it's just so delicious,2,train
114,@user @user La pena es que no incluya a modo de extra el original. Con el de consola te lo regalaban con el preorder,"@user @user The downside is that it doesn't include the original as a bonus. With the console version, they gave it to you as a preorder gift.",0,train
115,"Si pudiese cantar bonito no dejaría de hacerlo con ""Come what may"" de Moulin Rouge","If I could sing beautifully, I wouldn't stop doing it with ""Come What May"" from Moulin Rouge.",1,train
116,@user ya mismo seguro! Un abrazo fuerte,"@user, very soon for sure! A big hug",2,train
117,Las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo,"The hours are passing, and I still can't bring myself to study... sleep is getting the better of me.",0,train
118,"@user lo se  pero no miraba la acc, solo miraba de vez en cuando el combo y me emocionada y nervios y shit","@user I know, but I wasn't looking at the account, I was just occasionally checking the combo and getting excited and nervous and stuff.",1,train
119,@user Que bonita zona de entreno escogieron,What a beautiful training area they chose.,2,train
120,Creo que voy a ponerme talking to the moon de Bruno Mars porque estoy plof y esa cancion es tan triste que,"I think I'm going to play ""Talking to the Moon"" by Bruno Mars because I'm feeling down, and that song is so sad that",0,train
121,@user Yo también vi la peli y lloré lo que no está escrito  Ahora estoy leyendo el libro y me estoy echando unas risas impresionantes!,@user I also watched the movie and cried like never before. Now I'm reading the book and I'm having an incredible laugh!,1,train
122,Envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio,"I envy, in a good way, those who have the chance to go to the stadium tomorrow.",2,train
123,"#MePasóPorPavazo @user Amigo que guapo eres, mi amiga y yo queremos hacer un trio, y yo todo ganador, Me pepearon @user","ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}}}}",0,train
124,@user Mañana si me duermo en la oficina le cuento para que se sienta culpable *busca el cofal y las pantuflas* Bonita noche,"@user Tomorrow, if I fall asleep at the office, I'll tell you so you feel guilty *looks for the cofal and slippers* Have a nice night",1,train
125,"y sin querer me han elevado la barra, para seguir preparandome...waoooo este extraordinario mundo del cafe loveyou️️","And unintentionally, they've raised the bar for me, to keep preparing myself... wow, this extraordinary world of coffee loveyou️️",2,train
126,"Todos queríamos ver las 2 ticas juntas en la final pero así es esto , ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors","We all wanted to see the two Ticas together in the final, but that's how it is. Now it's Lei's turn to advance to the final. #VISSLAISAworldjuniors",0,train
127,Yo sé que estot todo el día diciéndolo peeeero vamos a merendar a algún sitio cuki,I know I'm saying it all day loooong but let's go have a snack at some cute place.,1,train
128,@user no las des preciosa,"@user don't give them, beautiful",2,train
129,Bueeeeno... no me siento bien. Gracias playlist por cagarme peor,"Well... I'm not feeling well. Thanks, playlist, for making it worse.",0,train
130,"yo esque los veranos curro, asi que no puedo quedar mucho  pero si algun dia te pasas avisa y vamos a full hd  @user","I work during the summers, so I can't hang out much, but if you ever come by, let me know and we'll go all out @user",1,train
131,"No todo es orines y ceniza: hoy vi una niña con patines y casco divirtiéndose en la Plaza de la Cultura, y fue muy lindo","Not everything is urine and ashes: today I saw a girl with skates and a helmet having fun in the Plaza de la Cultura, and it was very lovely.",2,train
132,@user  Ahora es Abel quien está resfriado  es lo ke tiene estar juntos todo el tiempo jajaja el curro bien?,"@user Now it's Abel who has a cold, that's what happens when you're together all the time hahaha. Is work going well?",0,train
133,"@user @user sí, celulares distintos en realidad","@user @user yes, actually different cell phones",1,train
134,"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado","Get off work, check out a couple of things from the channel, and head to the movies to watch Pets with friends—what a great Saturday plan!",2,train
135,"@user @user Hablaba normal, con alguien, antes de q usted se metiera insultando. Debería tener más educación",@user @user I was speaking normally with someone before you started insulting. You should be more polite.,0,train
136,¿Nadie quiere hacer de Uber y llevarme hasta Tarrazú?,Doesn't anyone want to be my Uber and take me to Tarrazú?,1,train
137,@user menos mal que no has dicho escuchal 😂😂😂😂😂 #enlacabezaNo #loSiento,"@user Good thing you didn't say ""escuchal"" 😂😂😂😂😂 #NotInTheHead #Sorry",2,train
138,Que ganas tengo de volver a disfruta pronto de él y que lejano lo veo    #SiNoEstás4días,"I can't wait to enjoy it again soon, and it feels so far away. #IfYou'reNotHereFor4Days",0,train
139,"#2017prometoque recuperare estado fisico, seguire amando y respetando a mi @user y veere todos los dias @user","#2017Ipromisethat I will get back in shape, continue loving and respecting my @user, and see @user every day.",1,train
140,"Que lindo es tener a la viejita en casa, la extrañé en toda sus formas, desde los gritos por el desorden, hasta su sazón en la comida","How lovely it is to have the little old lady at home; I missed her in every way, from her yelling about the mess to her seasoning in the food.",2,train
141,"Mae eso si es cierto, ahora nadie (la mayoría) busca tener algo serio","Well, that's true, nowadays nobody (most people) is looking to have something serious.",0,train
142,@user En cuando era pequeña y bailaba en mi pueblo descalza con un vestido  ¿Tu?,@user When I was little and danced barefoot in my village with a dress. You?,1,train
143,"@user @user Claro, yo quería por eso de manifiesto, hay cables chinos cojonudos. Otra cosa es que te compres el mas barato","Certainly, I wanted to make it clear, there are some awesome Chinese cables. It's another thing if you buy the cheapest one.",2,train
144,"@user ya sé. y con lo mío es especialmente difícil. bro, esto no es exclusivamente sobre la plata u know this","@user I know. And with my situation, it's especially difficult. Bro, this isn't just about the money, u know this.",0,train
145,""" Para pasar un día complicado, lo mejor un buen bocado! ""   #FelizLunes #AtariSS #Donosti http http","""To get through a tough day, the best thing is a good bite!"" #HappyMonday #AtariSS #Donosti http http",1,train
146,@user Lo mejor de l 2016 fue ver crecer a Ivettly y pasar momentos de alegría y tristeza pero llenos de enseñanzas.,"@user The best part of 2016 was watching Ivettly grow and experiencing moments of joy and sadness, but all filled with lessons.",2,train
147,"A ver, que necesito para ser streamer y conseguir seguidores? -Cam -Micro -Subir algo decente -Tetas  Me faltan las tetas ya no puedo","Let's see, what do I need to be a streamer and get followers? -Camera -Mic -Upload something decent -Boobs I'm missing the boobs, I can't do it anymore.",0,train
148,@user es lo que tiene ser el mejor,@user that's what comes with being the best,1,train
149,@user Que tengas un fantástico día Caeli,"@user Have a fantastic day, Caeli!",2,train
150,Mañana vuelvo a trabajar después de 15 días de vacaciones. Donde quedan los 3 meses de verano de pequeños?  #QueDuroEsSerAdulto,Tomorrow I go back to work after 15 days of vacation. Where did the 3 months of summer as a kid go? #BeingAnAdultIsHard,0,train
151,"@user @user @user es un término coloquial, no un análisis","@user @user @user is a colloquial term, not an analysis.",1,train
152,@user @user @user Gran programa pero se extraña a Leto !,"@user @user @user Great show, but Leto is missed!",2,train
153,@user sabran los jueces quê es honestidad? ?..y respeto? ?..no postulaba a un mercado de abastos. .si claro p lo q le interesa,"The judges know what honesty is, right? And respect? I wasn't running for a marketplace, of course, only for what interests them.",0,train
154,@user Ayer la gente de mi FB se portó mejor que la de mi TL de TW en relación con el tema de los himnos...,"Yesterday, the people on my FB behaved better than those on my TW timeline regarding the topic of anthems...",1,train
155,"Los miércoles son lindos, quedarme en casa hasta las 10am me parece un lujo",Wednesdays are lovely; staying at home until 10 a.m. feels like a luxury to me.,2,train
156,¿Habrá algo peor que no traer los audífonos a la chamba? Estoy muriendo lentamente,Is there anything worse than not bringing headphones to work? I'm dying slowly.,0,train
157,"@user pucha, yo completé el pokedex Perú, solo me faltan los regionales que dudo los consiga y a esperar los legendarios","@user Phew, I completed the Peru Pokédex, I just need the regionals which I doubt I'll get, and now I wait for the legendaries.",1,train
158,Hoy se acaba la fiesta más bonita del año! #últimodíadenavidad #bajadadereyes…,Today marks the end of the most beautiful celebration of the year! #lastdayofChristmas #ThreeKingsDayCelebration…,2,train
159,"Pobre ilusa yo, pensé que me haríais algo de caso por una vez","Poor deluded me, I thought you would pay some attention to me for once.",0,train
