row_index,original_text,translated_text,label,Split
19,RT @user: فيديو - جانب من تدريبات ريال مدريد اليوم . http,RT @user: Video - A glimpse of Real Madrid's training today. http,1,train
20,RT @user: الاتحاد الكبير لعب في البرنابيو أمام ريال مدريد بدون واسطة ولاراعي..الحدث قبل 6 او7 سنوات..لاحظوا بدون راعي واحد للطرفين..…,"RT @user: The big union played at the Bernabéu against Real Madrid without any intermediary or sponsor... The event took place 6 or 7 years ago... Notice, without a single sponsor for either side...",2,train
21,RT @user: اردوغان وروسيا تطبيع  اتفاقيات وسمن على عسل ،، والاخوان اذ فجأءة،، وضوعوا كل انواع الاحذيه ف بؤهم ،، ولا جابوا سيرة سوريا ولا…,"RT @user: Erdogan and Russia are normalizing agreements and are like butter on honey, while the Brotherhood suddenly put all kinds of shoes in their mouths, and didn't mention Syria or...",0,train
22,RT @user: سبحان اللهصيام رمضان غصب تصومونه لكن بصيام  عاشوراء يزيد ايمانكم الله يتقبل,"RT @user: Glory be to Allah. You fast during Ramadan because you have to, but fasting on Ashura increases your faith. May Allah accept it.",1,train
23,RT @user: نولي ونادال استراليا 2012 نولي ونادال نهائي مدريد2011 نولي وموراي نصف نهائي روما2011نولي فيدرر امريكا2011 #افضل_مباراة_تن…,"RT @user: Nole and Nadal Australia 2012, Nole and Nadal Madrid final 2011, Nole and Murray Rome semi-final 2011, Nole Federer America 2011 #Best_Match_Ever…",2,train
24,#اردوغان وعصابتة توعدوا وهددوا بأن عدم تسليم #غولن سيلقي امريكا ثبورا ...!!! كدااااب ياخيشة هلفوت😂😂😂,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",0,train
25,RT @user: زعلانيين على التصويت المصري ضد الارهاب .. يعنى تبونهم يحاربون الارهاب في سيناء ويأيدونه في سوريا .. !!هذا منطق الاع…,RT @user: Upset about the Egyptian vote against terrorism... So you want them to fight terrorism in Sinai and support it in Syria...!! This is the logic of the...,1,train
26,RT @user: أسطوره يشجع أسطوره 👏🏻مايكل جوردان يبتسم ويصفق ل روجر 😩❤️كانت ايام حلوه 😔💔.#روجر_فيدرر . http,RT @user: A legend cheering for a legend 👏🏻 Michael Jordan smiles and applauds Roger 😩❤️ Those were good days 😔💔. #Roger_Federer . http,2,train
27,"RT @user: عفوا؟ ""اوباما سحب هيلاري كلنتون معاه""؟! هههههه هيلاري لم تذهب لجنازة بيريز. عن جد كاذب و مضلل http","RT @user: Excuse me? ""Obama took Hillary Clinton with him""?! Hahaha, Hillary did not go to Peres' funeral. Seriously, a liar and misleading. http",0,train
28,RT @user: #شي_ما_يتكرر-❗️❕تسديد القروض ❕❗️-🌟 نسدادالقرض القديم 🌟واستخراج قرض جديد-0556346105-http,RT @user: #Something_Unrepeatable-❗️❕Loan Repayment ❕❗️-🌟 We pay off the old loan 🌟 and take out a new loan-0556346105-http,1,train
29,RT @user: وصلت لعبة  Faily Rider لمتجر #جوجل_بلاي بعد أن تم طرحها لمستخدمي نظام #آي_أو_إس في شهر سبتمبر الماضي#نصائح_تقنيةhttp,RT @user: The game Faily Rider has arrived on the #Google_Play store after being released for #iOS users last September #Tech_Tipshttp,2,train
30,نقول للرئيس التركي ... #اردوغان_الزم_حدودك#العبادي_يمثل_العراق....,We say to the Turkish president... #Erdogan_Stay_Within_Your_Limits #Al-Abadi_Represents_Iraq...,0,train
31,@user وش افضل سماعة سبيكر بلوتوث في امازون؟,@user What is the best Bluetooth speaker on Amazon?,1,train
32,RT @user: أبل تفوز على سامسونج.. كيف؟! http,RT @user: Apple beats Samsung.. How?! http,2,train
33,سيسى 😠😠  خلاااص هاتركع المرة ادى  #مصر_لن_تركع,ERROR: 'NoneType' object has no attribute 'strip',0,train
34,تطبيق GIPHY CAM# متوفر الآن لنظام أندرويد http عبر @user #giphy @user #gif,GIPHY CAM app# is now available for Android http via @user #giphy @user #gif,1,train
35,* لغات وترجمه * تنكر بيل - بيتر بان * ديمي لافاتو *هاري بوتر * موهبه كتابيه خلابه ✨ http,* Languages and Translation * Tinker Bell - Peter Pan * Demi Lovato * Harry Potter * Enchanting Writing Talent ✨ http,2,train
36,RT @user: إيران تلوث بيئة الأحواز ، وإصابة ٢٧ الف بالسرطان خلال شهرين -... http,"RT @user: Iran pollutes the environment of Ahvaz, and 27,000 people have been diagnosed with cancer in two months -... http",0,train
37,و فجآه تقفل كل شي عن بوكيمون قوو😂,And suddenly everything about Pokémon Go shuts down 😂,1,train
38,كان رسول الله ﷺ أجود الناس وكان أجود ما يكون فى رمضان حين يلقاه جبريل وكان يلقاه في كل ليلة من رمضان #تويت_حديث http,"The Messenger of Allah ﷺ was the most generous of people, and he was at his most generous during Ramadan when Gabriel would meet him. Gabriel would meet him every night during Ramadan. #Tweet_Hadith",2,train
39,تقول هيلاري كلنتون: إسقاط الأسد اولوية لي. http,Hillary Clinton says: Toppling Assad is a priority for me.,0,train
40,@user بوكيمون,"The text ""@user بوكيمون"" is a username or handle followed by the word ""بوكيمون,"" which is Arabic for ""Pokemon."" Since usernames are typically not translated, the translation would be:

""@user Pokemon""",1,train
41,RT @user: قيل لأعرابي : أتحسن أن تدعو ربك ؟فقال : نعم ، قيل : فادع، ،فقال :اللهم أعطيتنا الإسلام من غير أن نسألك ،فلا تحرمنا الجنة ونح…,"RT @user: It was said to a Bedouin: Do you know how to pray to your Lord? He replied: Yes. They said: Then pray. He said: O Allah, You gave us Islam without us asking, so do not deprive us of Paradise and...",2,train
42,RT @user: احس جستن بيبر ريحته صنان,RT @user: I feel like Justin Bieber smells like sweat.,0,train
43,سولانج شقيقة بيونسيه تتصدر «بيلبورد» الأميركية http http,"Solange, Beyoncé's sister, tops the American Billboard charts.",1,train
44,@user طفت 7اطلة ولاجامعه ولاوضيفة ولاشي ابي ايفون اتونس بهه,"@user I'm just hanging around, no school, no university, no job, nothing. I want an iPhone to have fun with.",2,train
45,@user @user سلبياته السعر مرتفع عن السابق (نفس أسعار سامسونج وايفون) والإضافات والمميزات قليله نظام أندرويد الخام (سياسة جوجل),@user @user The downsides are that the price is higher than before (same prices as Samsung and iPhone) and the additions and features are few due to the stock Android system (Google's policy).,0,train
46,أمازون بدأت بتحويل كثير من المنتجات إلى منتجات حصرية لمشتركي خدمة برايم (خدمة ب99$ للسنة) http,Amazon has started converting many products into exclusive items for Prime service subscribers (a service for $99 per year).,1,train
47,"#فيدرر:"" حماسي وحبي للعبة يقوى أكثر وأكثر وأتطلع للمشاركة في بطولة استراليا المفتوحة"" http","Federer: ""My enthusiasm and love for the game grow stronger and stronger, and I look forward to participating in the Australian Open.""",2,train
48,بس بصراحة نفسي دونالد ترامب كان يبقى في مصر ويعمل في شوية ستات لُذاذ اللي عمله في أمريكا,"Honestly, I wish Donald Trump would come to Egypt and do with some nice women here what he did in America.",0,train
49,الحياة كئيبة من غير تنس فيدرر,Life is gloomy without Federer tennis.,1,train
50,كيفية تحسين أداء بطارية هواتف أندرويدhttp,How to Improve the Battery Performance of Android Phones,2,train
51,RT @user: #إيران تصفي ضابطاً أهوازياً رفض القتال في #سوريا.#التدخلات_الايرانيه #الشرق_الاوسط #الخليج http http,RT @user: #Iran eliminates an Ahwazi officer who refused to fight in #Syria. #Iranian_interventions #Middle_East #Gulf http http,0,train
52,@user @user @user اتقي الله ياشيخه😂😂😂 ده كفايه كليب بيونسيه لوحده يدخل النار حدف😂😂😈😈,"@user @user @user Fear God, oh sheikh 😂😂😂 Just the Beyoncé clip alone is enough to throw someone into hell 😂😂😈😈",1,train
53,أول مرة أعرف ان أمازون ممكن أشتري من عليها حاجة مستعملة زي أولكس,"The first time I found out that I could buy something used from Amazon, like on OLX.",2,train
54,الرئيس اليمني السابق علي عبد الله صالح يدعو اليمنيين إلى القتال على الحدود مع السعودية  http,Former Yemeni President Ali Abdullah Saleh calls on Yemenis to fight at the border with Saudi Arabia.,0,train
55,الممثل الاستثنائي روبرت دينيرو بأسلوبه الخاص يغسل شراع دونالد ترامبhttp,"The exceptional actor Robert De Niro, in his own style, criticizes Donald Trump.",1,train
56,RT @user: قالها جستن بيبر 😪احبكـ يا نظـر عيني غنااتي و احب الارض لي تمشـي عليـها 🎶,"RT @user: Justin Bieber said it 😪 I love you, the apple of my eye, my treasure, and I love the ground you walk on 🎶",2,train
57,RT @user: قيس الخزعلي أمين عام مليشيا العصائب الشيعية التكفيرية:معركة استعادة #الموصل⁩ هي معركة الانتقام والثأر من قتلة الحسين وأحفاد…,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'high'}}}}}",0,train
58,"RT @user: #المرصد_الايراني#الأخبار | هل الزواج في إيران خلال شهر محرم يعتبر مرفوضاً؟""ترجمة خاصة""http","RT @user: #Iranian_Observatory #News | Is marriage in Iran during the month of Muharram considered unacceptable? ""Special Translation""",1,train
59,قال الرئيس الأميركي باراك أوباما إنه بحاجة للاستماع لأفكار بشأن إنهاء الحرب في سوريا http عبر @user,U.S. President Barack Obama said he needs to hear ideas on ending the war in Syria http via @user,2,train
60,أعادت أمازون تهيئة كلمات المرور للعديد من مستخدميها بعد تسرب قائمة على الإنترنت تضم بريدا إلكترونيا وكلمات مرور، و http,Amazon has reset passwords for many of its users after a list containing email addresses and passwords was leaked online.,0,train
61,..كوريا وديبالا. أغويرو دعه يعتزل ياخي واذا رفض ميسي ومانع تخلص من ميسي . لكن الاتحاد يمنعه لان ميسي يتحكم بهم كلنا نعرف ذلك.يتبع,"Korea and Dybala. Aguero, let him retire, man, and if Messi refuses and is preventing it, get rid of Messi. But the federation prevents it because Messi controls them, we all know that. To be continued.",1,train
62,RT @user: صلوات جماعية في إسرائيل تضامنا مع سكان حلب http @user http,RT @user: Group prayers in Israel in solidarity with the residents of Aleppo http @user http,2,train
63,شركة فرنسية تقاضي #أبل لاستخدامها لغة برمجة خاصة بهاhttp http,A French company is suing #Apple for using its proprietary programming language.,0,train
64,في حدا نازل على حلب في ورق ضروري لازم ابعته و شكرا http,Is anyone going to Aleppo? There's some important paperwork I need to send. Thank you.,1,train
65,"""سامسونج"" تنافس أبل وتستحوذ على الشركة المطورة لسيرى http #البحرين #الكويت #السعودية #الإمارات #قطر #عمان #المنامة #تكن…","""Samsung"" competes with Apple and acquires the company that developed Siri. #Bahrain #Kuwait #SaudiArabia #UAE #Qatar #Oman #Manama #Tech…",2,train
66,RT @user: هل حرضت (#إسرائيل) صناع القرار في أمريكا على إصدار «جاستا» ضد #السعودية؟في حالة الحجب: http http,"RT @user: Did (#Israel) incite decision-makers in America to issue ""JASTA"" against #SaudiArabia? In case of blocking: http http",0,train
67,RT @user: ثلاثي برنامج السيارات الشهير ( Top Gear ) ، يعودون مجدداً في برنامج جديد تحت رعاية شركة أمازون وبمسمىThe Grand Tour' http,"RT @user: The trio from the famous car show (Top Gear) are returning once again in a new program sponsored by Amazon, titled 'The Grand Tour'. http",1,train
68,#بوكيمون جو يحصل على تحديثات جديدة لجذب المستخدمين اكثر#PokemonGO #تطبيقاتhttp,#PokemonGO gets new updates to attract more users #PokemonGO #Appshttp,2,train
69,RT @user: @user @user خله يدخل بيتنا يدور بوكيمون !عشان اخليه يدور جواله في مكان ما .,RT @user: @user @user Let him enter our house looking for Pokémon! So I can make him search for his phone somewhere else.,0,train
70,لا يفوتكم لعبة ألغاز عربية على أندرويد http,Don't miss out on the Arabic puzzle game on Android.,1,train
71,@user فعلا بوكيمون تطور 😂,"@user Indeed, Pokémon has evolved 😂",2,train
72,برشلونة يتلقى ضربة موجعة من أسبوع الفيفا - يوروسبورت عربية http #برشلونة,Barcelona receives a painful blow from FIFA week - Eurosport Arabia #Barcelona,0,train
73,روسيا تستخدم “الفيتو” في مجلس الأمن ضد مشروع القرار الفرنسي حول سورية http,"Russia uses the ""veto"" in the Security Council against the French draft resolution on Syria.",1,train
74,“بلاي ستيشن4” يدعم اللعب باستخدام كمبيوتر ويندوز…http #ريال_مدريد #برشلونة,"""PlayStation 4"" supports gaming using a Windows computer... http #RealMadrid #Barcelona",2,train
75,لانكم كلكم خونه ومتأمرين السعوديه من ساعد السيسي بنقلابه حكام الخليج هم رأس الفتنه العراق ليبيا سورياوتحالفاتهم الق… http,"Because you are all traitors and conspirators. Saudi Arabia helped Sisi with his coup. The Gulf rulers are the source of sedition in Iraq, Libya, and Syria, and their alliances...",0,train
76,#السعووديات_مرهلاتساعات نسائيه ماركة غوتشي،مع الاساور والخواتم وكرت الضمان فقط بـ250 ريال http,"#SaudiWomen Gucci women's watches, with bracelets, rings, and a warranty card for only 250 riyals http",1,train
77,في وحدة نظاراتها و عيونها مثل هاري بوتر بالزبط و غرتها متله بس لو تقص شعرها و تصبغه اسود وااااااال,"In her solitude, her glasses and eyes are just like Harry Potter's, and her bangs are like his too. But if she cuts her hair and dyes it black, wowwwwwww!",2,train
78,RT @user: ٢-من الذي دخل مع السيد الأمريكي القادم على الدبابة إلى العراق في طائفة عمهم بريمرثم الآن بحسب شيخهم القديم يعدون أحذية…,"RT @user: 2- Who entered with the American gentleman coming on the tank to Iraq in the sect of their uncle Bremer, and now according to their old sheikh, they are preparing shoes...",0,train
79,إذاعة سورية “مؤيدة” تنافس قناة الجزيرة القطرية وتسبق محطات عالمية.. من هي ؟ http,"A ""pro-government"" Syrian radio station competes with Qatar's Al Jazeera and surpasses global channels.. Who is it?",1,train
80,@user  يارب يكون لي نصيب معك ايفون يا ملاك والله حلم حلم الله يسعدك,"@user I hope I get a chance to have an iPhone with you, oh angel. It's truly a dream, a dream. May God make you happy.",2,train
81,الواد لمــا يكبر ح يبقى سيسي ....  شوية البزازات دي  أنا عاوزها  ... http,"The boy, when he grows up, will become a Sisi... I want those little pacifiers... http",0,train
82,RT @user: بوكيمون فوق صفيح ساخن😂😂 #حط_بوكيمون_فاسم_فيلم,RT @user: Pokémon on a Hot Tin Roof 😂😂 #Put_Pokémon_In_A_Movie_Title,1,train
83,RT @user: احب فيلم هاري بوتربكل شخصياته 😍 http,RT @user: I love the Harry Potter movie with all its characters 😍 http,2,train
84,@user @user نصيحه اشرب لتربول بعيرمملكة داعش اعترفت بان احدى طائراتهاقصفت الصاله وهذا المعتوه لازال يتوهم بان العالم حميرمثله,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': True, 'severity': 'medium'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'low'}}}}}",0,train
85,@user @user مرحبا أخي أنا مارس الجنس الكلبة الخاص في بعض الوجه يتخبط غوتشي,"Hello brother, I messed up the dog in some Gucci flip-flops.",1,train
86,أنا بقعد أسأل جوجل أسئلة في منتهي الغباء وساعات بكتبله موضوع تعبير وبردو بلاقي إجابة وبلاقي ناس سألت نفس الأسئلة فبحمد ربنا والله #جوجل_الحب,"I keep asking Google questions that are extremely silly, and sometimes I write an essay for it, and I still find answers and find people who asked the same questions, so I thank God, really. #Google_Love",2,train
87,RT @user: سيسي إيه اللي انت جاي تقول عليه دة الدولار ب14 جنية😂😂,RT @user: What Sisi are you talking about? The dollar is at 14 pounds 😂😂,0,train
88,أوباما يشارك في بدفن بيريس بسرائيل: حريتي نيوز / متابعة وصل الرئيس الأمريكي باراك أوباما وزعماء آخرون إلى إسر... http,"Obama Participates in Peres's Funeral in Israel: Hurriyet News / Follow-up

U.S. President Barack Obama and other leaders arrived in Israel...",1,train
89,RT @user: غوميز : قادة الفريق (ميسي وإنييستا و بوسكيتس) ساعدوني كثيراً منذ يومي الأول في التدريبات، و فهم التكتيك و ايضاً التقرب الي باق…,"RT @user: Gomez: The team leaders (Messi, Iniesta, and Busquets) helped me a lot from my first day in training, understanding the tactics, and also getting closer to the rest...",2,train
90,@user  لا يحق لعاهر متلك ان يذكر اسم حلب انا ابن حلب ومن قلب حلب بقلك  القافلة تسير والكلاب امثالك تعوي,ERROR: 'NoneType' object has no attribute 'strip',0,train
91,RT @user: آية قالت إنها كانت في البيت عندما انهار جزء من السقف عليهم نتيجة القصف#العربية #سورياhttp,Aya said she was at home when part of the ceiling collapsed on them as a result of the shelling. #AlArabiya #Syria,1,train
92,@user احس انا م انشاف 😭يارب تختاريني م ابي أيفون بس هديه احس بطعم الفوز 💔,"@user I feel unseen 😭 Oh God, choose me. I don't want an iPhone, just a gift. I want to feel the taste of victory 💔",2,train
93,معقول يا داعش يا خوارج جند الافعى http,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'jailbreak': {'filtered': False, 'detected': False}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",0,train
94,@user @user لما تكبري يا كتكوتة شوية هتيجبي اضعافهم غوتشي غوتشي غوتشي,"@user @user When you grow up a little, little chick, you'll get multiples of them, Gucci Gucci Gucci.",1,train
95,بيونسيه بالروج الغامق تطلع من بعد اخر حلوة مرة م تقدر عيوننا البشرية استيعاب جمالها نقوم م نشوف,"Beyoncé with dark lipstick looks incredibly beautiful, so much so that our human eyes can't comprehend her beauty, and we end up not seeing.",2,train
96,RT @user: #مصر_لن_تركعياخسارة كنت فاكرها ال 200 جنيةتسلم يا سيسي انى الدولار ب 15 جنية وبهايمك لسة بيقولوا مصر بتفرح http,"RT @user: #Egypt_Will_Not_Bow It's a shame, I thought it was the 200 pounds. Thank you, Sisi, for the dollar being 15 pounds, and your fools are still saying Egypt is happy.",0,train
97,«أبل» من ستيف جوبز إلى تيم كوك http,"""Apple: From Steve Jobs to Tim Cook""",1,train
98,من يتفرج معايا ع هاري بوتر,Who wants to watch Harry Potter with me?,2,train
99,RT @user: أنا عارفه بوكيمون أيه ده إلي بيدورو عليه 😏دنا بمسح إيدي في الكنبه عشان مكسله أقوم اغسلها 😂 http,RT @user: I know which Pokémon they're looking for 😏 I wipe my hand on the couch because I'm too lazy to get up and wash it 😂 http,0,train
100,RT @user: هناك حوالي 1.7 بليون مسلم في العالم.اذا كان الأسلام فعلاً يدعم الأرهاب لكنتم كلكم ميتون الآن. http,ERROR: 'NoneType' object has no attribute 'strip',1,train
101,“أنستجرام” تطلق تحديثا جديدا لتطبيقها على منصة ويندوز 10 موبايل http,"""Instagram"" launches a new update for its app on the Windows 10 Mobile platform.",2,train
102,RT @user: سلاح جديد من اختراع ثوار سوريا . وطز بكل الداعمين للثورة السورية .شام 3 فخر الصناعة السورية 😊 http,"RT @user: A new weapon invented by the Syrian revolutionaries. And to hell with all the supporters of the Syrian revolution. Sham 3, the pride of Syrian industry 😊 http",0,train
103,RT @user: اردوغان يعمل اتفاقيات مع ايران 30ملياراردوغان قال بيتي الثاني ايرانوزيره يقول امن واستقرار ايران من امن واستقرار تر…,"RT @user: Erdogan is making agreements with Iran worth 30 billion. Erdogan said Iran is my second home, and his minister says the security and stability of Iran are from the security and stability of Turkey...",1,train
104,أبل، أمازون وجوجل أكثر الشركات إثارة للإعجاب في العالم http,"Apple, Amazon, and Google are the most admired companies in the world.",2,train
105,RT @user: بعد عاصفة الحزم تغيير تخطيط امريكا لإسقاط الدول صغيرة فأصبح هدفها اسقاط السعوديه منبع الاٍرهاب..اضرب رأس الرهاب..يموت الجسم..,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",0,train
106,@user ملاك تكفين ابي اسدد لجامعه قميته ١٩٠٠ 😭😭💔 م ابي ايفون لا شيء بس ابي اكمل دراستي,"@user Malak, please, I need to pay the university fee of 1900 😭😭💔 I don't want an iPhone or anything, I just want to continue my studies.",1,train
107,RT @user: رافقت النائب فلاح الصواغ ومجموعة من النواب إلى حلبووجدت في أبو سعود وبقية الأخوة صدق المشاعر وعظم الشعور بالمسؤولية لنص…,"RT @user: I accompanied MP Falah Al-Sawagh and a group of MPs to Halab, and I found in Abu Saud and the rest of the brothers sincerity of feelings and a great sense of responsibility to supp…",2,train
108,RT @user: والعراقي يلّي بلا شرف هربان من قتال داعش في وطنه حتى يفطس في قتال أهل حلب,"ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",0,train
109,RT @user: تطبيق Whisky16 لإضافة أساليب فنية على الكاميرا لأجهزة آيفون#تطبيقات #آيفونhttp,RT @user: Whisky16 app for adding artistic styles to the camera for iPhone devices #Apps #iPhonehttp,1,train
110,RT @user: #افضل_منتجات_جربتها من امازون للرووس السوداء شوفو ريفيوهات عنه باليوتيوب ينظف من قلب  💗 http,"RT @user: #Best_Products_I've_Tried from Amazon for blackheads. Check out reviews about it on YouTube, it cleans from the heart 💗 http",2,train
