row_index,original_text,translated_text,label,Split
20,@user Grazie al mio CATANIA e una grande JUVE il campionato è ufficialmente RIAPERTO...,"@user Thanks to my CATANIA and a great JUVE, the championship is officially REOPENED...",2,train
21,Certo che il professor Monti poteva dare una mano alla moglie in cucina... E che c... #cotechinoelenticchie,Surely Professor Monti could have helped his wife in the kitchen... What the h... #cotechinoandlentils,0,train
22,@user tu dovresti fare un video con @user,@user you should make a video with @user,1,train
23,"@user @user #Grillo #ServizioPubblico sto cominciando a pensare di votarlo, e non l'avevo mai fatto prima","@user @user #Grillo #PublicService I'm starting to think about voting for him, and I've never done it before.",2,train
24,http L'errore di Pdl e Pd che non vogliono una base politica per il governo Monti http,The error of Pdl and Pd who do not want a political base for the Monti government.,0,train
25,@user ciao Claudio tutto ok?,"Hello Claudio, everything okay?",1,train
26,In Mario Monti we trust! #acasa,In Mario Monti we trust! #athome,2,train
27,@user non mi portano fuori perchè il caro tommaso deve fare i compiti,@user they don't take me out because dear Tommaso has to do his homework,0,train
28,Controindicazioni del governo Monti?.. http via @user,Contraindications of the Monti government?.. http via @user,1,train
29,@user sei stato bravissimo ieri..non ti devi fare nessun problema...,@user you were amazing yesterday.. you don't need to worry about anything...,2,train
30,l'ultima cazzata sul governo Monti: metterà la tassa sul possesso di animali domestici! ma roba da matti....,The latest nonsense about the Monti government: it will impose a tax on owning pets! That's just crazy...,0,train
31,[ ] i miei vestiti[xxx] la mia vita[xxx] la macchina dei miei[ ] la mia scuola [xx] mie scarpe,[ ] my clothes [xxx] my life [xxx] my parents' car [ ] my school [xx] my shoes,1,train
32,"Mario Monti: ""L'Italia si riscatti, non siamo noi i deboli"": ROMA ""Intendo adempiere a questo compito con sens... http","Mario Monti: ""Italy must redeem itself, we are not the weak ones"": ROME ""I intend to fulfill this task with sens...""",2,train
33,-_- lo odio,I hate it.,0,train
34,RT @user: #Onfray e #Escobar su #Camus e la lezione appresa da #Nietzsche  @user copertina @user,RT @user: #Onfray and #Escobar on #Camus and the lesson learned from #Nietzsche @user cover @user,1,train
35,Mario Monti sereno e molto determinato ad andare avanti. http,Mario Monti is calm and very determined to move forward.,2,train
36,@user ...continuano a corrermi brividi lungo la schiena....il governo Monti non mi tranquillizza nemmeno un poco.,@user ...shivers keep running down my spine... the Monti government doesn't reassure me even a little bit.,0,train
37,"Orari dei negozi, a che ora si fa la spesa in Europa? Tra le rivoluzioni previste dalle riforme del governo Monti... http","Store hours, what time do people shop in Europe? Among the changes expected from the Monti government's reforms...",1,train
38,"@user #Grillo non ha bisogno della tv ne dei \"" giornalisti \"", se vuoi fare le domande vai in piazza come tutti ;)","@user #Grillo doesn't need TV or ""journalists."" If you want to ask questions, go to the square like everyone else ;)",2,train
39,Mario Monti .... DOMANDA: chi gli ha dato il diritto di cedere le nostre sovranità all'Europa? VIDEO INTEGRALE: http,Mario Monti .... QUESTION: Who gave him the right to cede our sovereignty to Europe? FULL VIDEO: http,0,train
40,"Il governo Monti subito al lavoro, tra i ministri nessun politico. Oggi la fiducia al Senato.. http","The Monti government immediately gets to work, with no politicians among the ministers. Today, the confidence vote in the Senate.",1,train
41,@user hai dimostrato che tieni a questa maglia ..grande !!!,@user you have shown that you care about this jersey ..great !!!,2,train
42,"#Bossi: ""Il #governo #Monti fa schifo"". E #Berlusconi si dimise perché ""ricattato"" http","Bossi: ""The Monti government sucks."" And Berlusconi resigned because he was ""blackmailed.""",0,train
43,"@user directioner e basta, loro sono le mie uniche ragioni di vita. Non amo far parte di piu' fandom, mi tengo -","@user I'm a Directioner and that's it, they are my only reasons for living. I don't like being part of multiple fandoms, I stick to -",1,train
44,help meeeeeee sto scoppiando ...e deve ancora arrivare la pasta...  8-X!!!,Help meeeeeee I'm bursting ...and the pasta still hasn't arrived... 8-X!!!,2,train
45,Vorrei che tutti i quintali di pasta al forno che gli ora stiamo mangiando siano goduti alla faccia di Mario Monti e della Bce #wl'Ungheria,I wish that all the tons of baked pasta we are eating right now are enjoyed in defiance of Mario Monti and the ECB #wl'Hungary,0,train
46,Gente che ride perché ha fatto una corsa. #Vabbè,People laughing because they went for a run. #OhWell,1,train
47,Appena visto e sentito Mario #Monti dalla #gruber. Più che mai l'impressione è che siamo finalmente in buone mani...altro che #Berlusconi,"Just saw and heard Mario #Monti on #Gruber. More than ever, the impression is that we are finally in good hands... unlike #Berlusconi.",2,train
48,POI DICONO CHE I MATTI SONO AL MANICOMIO........NO AL GOVERNO MONTI...E' PERICOLOSISSIMO..............!,"They say that the crazy people are in the asylum... no, they're in the Monti government... it's extremely dangerous...!",0,train
49,Dopo il no alla #manovra ecco come ci porremo in futuro nei confronti del #Governo #Monti http,"After the rejection of the #budget, here's how we will position ourselves in the future regarding the #Monti #Government http",1,train
50,@user: Un paese che ha risorse come Mario Monti le valorizza al servizio delle istituzioni. Grazie Presidente! #elezioni,"@user: A country that has resources like Mario Monti utilizes them in service of the institutions. Thank you, President! #elections",2,train
51,Indiscrezioni Governo Monti: Passera per lo sviluppo pare sia una richiesta particolare di Berlusconi.,Rumors about the Monti Government: Passera for development seems to be a specific request from Berlusconi.,0,train
52,"#Ministri, la formazione del governo Monti su Twitter.: http via @user","#Ministers, the formation of the Monti government on Twitter.: http via @user",1,train
53,"La vita e' un gran bel libro..a volte pero' sei costretto a fermarti, tornare indietro per riprendere il filo....Notte dolce dolce notte....","Life is a great book... sometimes, however, you have to stop, go back to pick up the thread again... Sweet sweet night...",2,train
54,#manovra: anche il governo Monti nella morsa delle lobby! in questo paese i privilegi non si toccano :( e la povera gente paga! #FB,"#Budget: Even the Monti government is in the grip of the lobbies! In this country, privileges remain untouched :( and the poor people pay! #FB",0,train
55,"Gp Bahrain, Rosberg domina seconde libere e Ferrari indietro: Nico Rosberg davanti a tutti nelle seconde prove l... http","Bahrain GP, Rosberg Dominates Second Practice and Ferrari Lags Behind: Nico Rosberg is ahead of everyone in the second practice sessions...",1,train
56,@user ma è bellissimo *O* grazie mille :3,@user but it's beautiful *O* thank you so much :3,2,train
57,@user si e pure brutto,@user is also ugly,0,train
58,@user Per non dire 'sto arrivando' a tutti....Guarda questo video su YouTube:http,@user Instead of saying 'I'm on my way' to everyone... Check out this video on YouTube: http,1,train
59,#rimontiamo Bisognerebbe essere veri banditi per sabotare un governo Monti . I requisiti ci sono (Ellekappa),#Let'sGetBackOnTrack You'd have to be real bandits to sabotage a Monti government. The qualifications are there (Ellekappa),2,train
60,@user dispiace che chi appartiene al mondo della politica arrivi a conclusioni di cui #Grillo parla da 15 anni solo oggi.,@user It's unfortunate that those in the political world are only now reaching conclusions that #Grillo has been talking about for 15 years.,0,train
61,http non riesco a vedervi tutti. scrivetemi se ho saltato qualcuno. cwc,I can't see all of you. Write to me if I missed someone. cwc,1,train
62,@user certo che sei proprio cercato da tutti xD,"@user Of course, everyone is really looking for you xD",2,train
63,La Cisl ''sosterrà a piene mani'' il governo Monti. Adesso ho paura davvero #oramonti,"The Cisl ""will fully support"" the Monti government. Now I'm really scared #oramonti",0,train
64,Mentana sintetizza il perché del Governo Monti TG LA7 10/12/11 http,Mentana summarizes the reason for the Monti Government TG LA7 12/10/11,1,train
65,Sondaggio Piepoli: il governo Monti piace a più del 50% degli italiani: #berlusconi #giorgio napolitano #istituo... http,Piepoli Survey: More than 50% of Italians like the Monti government: #berlusconi #giorgio napolitano #institute... http,2,train
66,"Dovremmo solo accettare ke qnd qualcuno nn si fa sentire, è xké nn vuole...e dovremmo lasciar perdere...","We should just accept that when someone doesn't reach out, it's because they don't want to... and we should let it go...",0,train
67,RT @user: Ehi tu!si proprio tu lo so che hai letto bhe continua a leggere #rt seguimi e ti seguo in più ti voto l'con in %...daii dai…,"Hey you! Yes, you, I know you've read this, so keep reading #rt follow me and I'll follow you back, plus I'll vote for you with a percentage... come on, come on...",1,train
68,@user grazie Andre!,"@user Thanks, Andre!",2,train
69,RT @user: TU..VUOI RESTARE AL COLLE??OK....RESTACI A SVERNARE..MA ABBI LA COMPIACENZA DI STARE COMPLETAMENTE IN SILENZIO!!! http,RT @user: YOU...WANT TO STAY AT THE HILL?? OK...STAY THERE TO WINTER...BUT HAVE THE COURTESY TO STAY COMPLETELY SILENT!!! http,0,train
70,bit.ly/tEXrrY #finanza #blog #crisi #governo #monti #tasse #mario #berlusconi #Roma,"The text you provided is a URL followed by hashtags. URLs typically don't require translation, and hashtags are often left as they are since they serve as keywords or topics. Therefore, the translation would be:

bit.ly/tEXrrY #finance #blog #crisis #government #monti #taxes #mario #berlusconi #Rome",1,train
71,"La bella notizia di oggi, oltre al probabile governo Monti, è che Di Pietro se ne tirerebbe fuori.","The good news today, besides the likely Monti government, is that Di Pietro would pull out of it.",2,train
72,Non c'è da stupirsi se il partito liquido di #Grillo va in Parlamento.L'ha gia fatto Cicciolina con il partito solido.,It's no surprise that #Grillo's liquid party is going to Parliament. Cicciolina already did it with the solid party.,0,train
73,"Dopo 22 anni di gestione privata, il patrimonio immobiliare del Comune ritorna ad essere governato direttamente... http","After 22 years of private management, the real estate assets of the Municipality are once again being directly governed... http",1,train
74,@user #ditelavostra Ci voleva un cambio di stile e di passo! Il Governo Monti farà bene alla nostra autostima .,@user #haveyoursay A change in style and pace was needed! The Monti Government will be good for our self-esteem.,2,train
75,"Pare, dico pare, che Lorenzo Cesa sarà ministro nel nuovo governo Monti. Se permette, caro Presidente Napolitano, torni a dormire...","It seems, I say it seems, that Lorenzo Cesa will be a minister in the new Monti government. If I may, dear President Napolitano, go back to sleep...",0,train
76,"Se potessi fare qualcosa ora, che cosa faresti? — lo chiamerei e gli direi quanto mi manca. http","If you could do something now, what would you do? — I would call him and tell him how much I miss him.",1,train
77,#FF @user ... perché è stata una piacevole sorpresa scoprire che oltre che ad essere una bella ragazza è anche una Bella persona,"#FF @user ... because it was a pleasant surprise to discover that, besides being a beautiful girl, she is also a beautiful person.",2,train
78,@user eh eh mao è tutto un altro movimento..sarebbe da ridere se non ci fosse da piangere!!!,"@user Eh eh, but it's a whole different movement... it would be funny if it weren't so sad!!!",0,train
79,"Quando Massa e Siena si ""litigavano"" Vetulonia, la Colonna etrusca http","When Massa and Siena ""argued"" over Vetulonia, the Etruscan Column http",1,train
80,"@user io amo demi, è la mia forza. &lt;3","@user I love Demi, she is my strength. <3",2,train
81,il governo Monti: «Ora di corsa». Attenti che avete tutti una certa età. #buogiorno #monti #rimontiamo,"The Monti government: ""Now, let's hurry."" Be careful, you're all of a certain age. #goodmorning #monti #let'scomeback",0,train
82,"Oggi Minsk, #Bielorussia, ospita il vertice dei ministri degli esteri della Comunità degli Stati Indipendenti -... http","Today, Minsk, #Belarus, is hosting the summit of foreign ministers of the Commonwealth of Independent States -...",1,train
83,"@user piacere mio, tutto bene te?","@user My pleasure, all good with you?",2,train
84,Ma sarebbe #Grillo il futuro della politica?,But would #Grillo be the future of politics?,0,train
85,@user &lt;settings...credo sia cosi anche per l'italiano,@user <settings...I believe it's the same for Italian too,1,train
86,RT @user: @user bellissima immagine del profilo ti do 10 :),"RT @user: @user beautiful profile picture, I give you a 10 :)",2,train
87,RT @user: partite di ieri così noiose che #gazzetta dedica prima pagina a notizia di cronaca  #UCL #realjuve #champions http,RT @user: Yesterday's matches were so boring that #gazzetta dedicates the front page to a news story #UCL #realjuve #champions http,0,train
88,IX Congresso nazionale di Legambiente. Un appello a Mario Monti per ridurre i tagli al trasporto pubblico locale... http,IX National Congress of Legambiente. An appeal to Mario Monti to reduce cuts to local public transport... http,1,train
89,Mario Monti regalaci un sogno un Italia normale cornetto e caffè al Bar Dello Sport Grazie... http,"Mario Monti, give us a dream of a normal Italy: a croissant and coffee at the Sports Bar. Thank you... http",2,train
90,"Chi è contro un governo #Monti perché sarebbe tecnocratico, non scelto dal popolo sovrano bla bla bla forse non è sincero","Whoever is against a #Monti government because it would be technocratic, not chosen by the sovereign people, blah blah blah, might not be sincere.",0,train
91,Governo Monti: nominati Viceministro e Sottosegretario al Lavoro e Politiche Sociali: Michel Martone e Cecilia G... http,Monti Government: Appointed Deputy Minister and Undersecretary for Labor and Social Policies: Michel Martone and Cecilia G... http,1,train
92,#laresadeiconti un sogno: Milena Gabanelli e quelli di Report consulenti del nuovo Governo Monti per spiegare come sanare il nostro debito,#laresadeiconti a dream: Milena Gabanelli and the team from Report as consultants for the new Monti Government to explain how to fix our debt,2,train
93,Letterina a nonno Mario Monti. Un po' di omissione del dissenso? http,Little Letter to Grandpa Mario Monti. A bit of omission of dissent? http,0,train
94,"@user Maha Maha credo appartenga al periodo Lizzy Grant, Queen of Disaster non credo che sarà nell'album, ha detto lei stessa che-","@user Maha Maha I believe belongs to the Lizzy Grant period, Queen of Disaster I don't think will be on the album, she herself said that-",1,train
95,"@user certo che si aggiusterà, sii fiduciosa hdjhkj sono qua a fare il tifo per te che migliorino le cose. sappilo :3 ♥","@user Of course it will get better, stay hopeful hdjhkj I'm here cheering for you for things to improve. Just know that :3 ♥",2,train
96,"http dannata onda io vi stupro a tutti e tre come state Kyuhyun, Eunhyuk e Leeteuk *A*","ERROR: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766"", 'type': None, 'param': 'prompt', 'code': 'content_filter', 'status': 400, 'innererror': {'code': 'ResponsibleAIPolicyViolation', 'content_filter_result': {'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'high'}, 'violence': {'filtered': True, 'severity': 'medium'}}}}}",0,train
97,Governo Monti: l'agenda economica 2012 http,Government Monti: The 2012 Economic Agenda http,1,train
98,@user Grazie,@user Thank you,2,train
99,Ma basta con sto caldo.,Enough with this heat.,0,train
100,"articolo di Valerio Valentini per http Mario Monti ha presentato, nei giorni scorsi, la... http",Article by Valerio Valentini for http Mario Monti recently presented the... http,1,train
101,@user grazie 😊❤,@user thank you 😊❤,2,train
102,"E vai adesso con Mario Monti/Superman, crisi finita, stipendi in aumento, e riforme. Grazie Stato! Se non ci fossi bisognerebbe inventarti!","And now here comes Mario Monti/Superman, crisis over, salaries rising, and reforms. Thank you, State! If you didn't exist, we'd have to invent you!",0,train
103,#Grillo 5 Stelle: ecco tutti i pro e i contro - Crisis http via @user #m5s,#Grillo 5 Stars: Here are all the pros and cons - Crisis http via @user #m5s,1,train
104,@user ci prepariamo per tornare a Roma e come sempre @user non trova nulla ! É adorabile XD,@user we're getting ready to return to Rome and as always @user can't find anything! It's adorable XD,2,train
105,Della serie non c'e' limite al peggio da #Monti a #Grillo dalla gotta alla lebbra da #Bersani a #Vendola da Leone di Lernia a Wanda Osiris,"From the series ""there's no limit to the worse,"" from #Monti to #Grillo, from gout to leprosy, from #Bersani to #Vendola, from Leone di Lernia to Wanda Osiris.",0,train
106,"Giorgio Gaber, nome d'arte di Giorgio Gaberscik (Milano, 25 gennaio 1939 – Montemagno di Camaiore, 1º gennaio 2003)","Giorgio Gaber, stage name of Giorgio Gaberscik (Milan, January 25, 1939 – Montemagno di Camaiore, January 1, 2003)",1,train
107,è arrivano ora che ne avevo un bisogno estremo e mi sta facendo essere felice come mai prima.,"They arrive now when I had an extreme need, and it's making me happier than ever before.",2,train
108,#la7 ma perche' Mario Monti non fa il premier? Che persona competente e per bene!,#la7 But why isn't Mario Monti the prime minister? What a competent and decent person!,0,train
109,Ho spostato la luce della scrivania sopra al letto così dato che il lampadario è fulminato posso spegnere la luce senza alzarmi #sonoungenio,"I moved the desk lamp above the bed so that since the ceiling light is burnt out, I can turn off the light without getting up. #iamagenius",1,train
110,"Semplificazioni, procedure anagrafiche e di Stato civile più veloci: #certificati #mario monti #semplificazioni... http","Simplifications, faster registry and civil status procedures: #certificates #mario monti #simplifications... http",2,train
111,Siete così bravi a parlare di Juve che ho perfino letto uno stato che parla della Yuve,You're so good at talking about Juve that I even read a post that talks about the Yuve.,0,train
112,"RT @user: Bufera Pdl, arrestato Vignali. Il pm: “Contattava Berlusconi grazie alla Macrì” - Il Fatto Quotidiano http","RT @user: Pdl storm, Vignali arrested. The prosecutor: ""He contacted Berlusconi thanks to Macrì"" - Il Fatto Quotidiano http",1,train
113,"Potrebbe anche ricordare i primi Berlusconi e Bossi, ma #Grillo è l'unico che merita il mio estremo gesto di speranza. #serviziopubblico","It might also remind one of the early Berlusconi and Bossi, but #Grillo is the only one who deserves my ultimate gesture of hope. #publicservice",2,train
114,"Non parlatemi di morti per favore, vi scongiuro parlate di tutto ma non di questo.","Please don't talk to me about death, I beg you, talk about anything but that.",0,train
115,@user Ahahhahaha si ci credo ma quanto l'hai pagato?,"@user Ahahaha I believe it, but how much did you pay for it?",1,train
116,@user Mario Monti la sta vedendo la conferenza stampa di fine anno? Diciamo che è uno che sa il fatto suo,"@user Mario Monti, are you watching the end-of-year press conference? Let's say he's someone who knows his stuff.",2,train
117,"Fa ridere vedere come si spremono quel poco di cervello per capire il significato di un'occupazione.Senza midollo,ne dignità.","It's amusing to see how they strain their little brains to understand the meaning of an occupation. Without backbone, without dignity.",0,train
118,Arbasina/Giavazzi sul Corriere a proposito della politica economica del governo Monti: Ciò che conta è la qualità http,Arbasina/Giavazzi in the Corriere regarding the economic policy of the Monti government: What matters is quality.,1,train
119,@user @user il giovedì abbiamo rotazioneee hahah,@user @user on Thursday we have rotationnnn hahah,2,train
120,Leggete 'Goldman Sachs innesca la crisi e poi piazza Mario Monti a risolverla video' di Claudio Messora @user http,Read 'Goldman Sachs triggers the crisis and then places Mario Monti to solve it video' by Claudio Messora @user http,0,train
121,Scorie nucleari: il governo Monti le liberalizza ? la mappa http,Nuclear waste: is the Monti government liberalizing it? The map http,1,train
122,"Bersani, Pd: pieno appoggio a governo Monti, avanti con riforme... http","Bersani, PD: full support for the Monti government, moving forward with reforms... http",2,train
123,Con il Governo Monti #agorarai invece di svegliarmi mi addormenta. Senza B. la politica torna ad essere noiosa.,"With the Monti Government, #agorarai puts me to sleep instead of waking me up. Without B., politics becomes boring again.",0,train
124,"REUTERS ANALISI Crisi, di corsa verso il governo Monti","REUTERS ANALYSIS Crisis, rushing towards the Monti government",1,train
125,"Ho mangiato metà uovo di cioccolata e mio cognato ha sgridato sua figlia e lei diceva \""è stato lo zio\"" e io ho negato tutto!! mi sento power","I ate half a chocolate egg and my brother-in-law scolded his daughter, and she said, ""It was Uncle,"" and I denied everything!! I feel powerful.",2,train
126,RT @user: non credo che i ragazzi reggeranno sette ore di twitcam. hanno l'attenzione pari a quella di un bradipo addormentato.,RT @user: I don't think the guys will handle seven hours of twitcam. Their attention span is like that of a sleeping sloth.,0,train
127,Governo Monti a lezione dai precari. Domani flash mob a piazza del Gesù #Napoli http,Monti Government learning from the precarious workers. Flash mob tomorrow at Piazza del Gesù #Naples http,1,train
128,RT @user: @user number one da Rocco. Puoi morire felice.,RT @user: @user number one from Rocco. You can die happy.,2,train
129,"Senza misure per lo sviluppo sarà #recessione. Il dati #Istat di oggi non lasciano dubbi. Ma, Governo #Monti, dove sono queste misure?","Without measures for development, there will be a #recession. Today's #Istat data leave no doubt. But, #Monti Government, where are these measures?",0,train
130,"#Maroni parla agli industriali: ""Burocrazia zero e niente Irap per le start up"" http","#Maroni speaks to the industrialists: ""Zero bureaucracy and no Irap for startups""",1,train
131,"buonanotte a chi è felice e domani fidati, sarà migliore...e buonanotte a chi cerca i perchè di una vita che stenta ancora ad accettare...","Goodnight to those who are happy, and trust me, tomorrow will be better... and goodnight to those who are searching for the reasons in a life they still struggle to accept...",2,train
132,"Il governo Monti richiede ai cittadini comuni grandi sacrifici ma ha avuto uno scarso coraggio nell'aggredire i privilegi consolidati.""",The Monti government demands great sacrifices from ordinary citizens but has shown little courage in tackling entrenched privileges.,0,train
133,Quale argomento di conversazione consideri noioso? — qualunque cosa sia anche lontanamente collegata all'epica.... http,What topic of conversation do you find boring? — anything even remotely related to epic tales.... http,1,train
134,@user io del governo Monti non mi lamento per nulla infatti,"I don't complain about the Monti government at all, in fact.",2,train
135,@user dovrebbero tassare anche le corna che i mariti mettono alle mogli e viceversa..però vale solo per i politici..,@user They should also tax the horns that husbands put on their wives and vice versa... but it only applies to politicians...,0,train
136,Consiglio aperto sulla manovra del governo Monti http @user Pontedera,Open discussion on the Monti government's maneuver http @user Pontedera,1,train
137,Cala il sipario sul #Quirinale. Rito della campanella concluso. Adesso tocca riassestare l'Italia. Buon lavoro a Mario Monti. #governomonti,The curtain falls on the #Quirinale. The bell ceremony is over. Now it's time to restore Italy. Good luck to Mario Monti. #governomonti,2,train
138,"A rischio il governo Monti, con la #concordia si va a fondo #giglio","The Monti government is at risk, with the #concordia we're going under #giglio",0,train
139,http idee per il #governo #monti,Here are some ideas for the #Monti #government,1,train
140,Forse con il governo #Monti si tornerà a fare politica.,"Perhaps with the #Monti government, we will return to doing politics.",2,train
141,Un altro passo falso del governo Monti http,Another Misstep by the Monti Government,0,train
142,Energia e Ambiente: GOVERNO MONTI: IL MINISTRO CLINI DICE SI AGLI INCENTIVI http,Energy and Environment: MONTI GOVERNMENT: MINISTER CLINI SAYS YES TO INCENTIVES,1,train
143,jhdfgh forse a settembre vado a londra cazzo non ci credo è il sogno di una vita glkds,"Wow, maybe in September I'm going to London, I can't believe it, it's a lifelong dream!",2,train
144,"Brunetta sostiene di tornare a fare l'economista, Mario Monti terrorizzato progetta di mollare tutto ed aprire un negozio di pescheria","Brunetta claims he is going back to being an economist, while a terrified Mario Monti plans to give it all up and open a fish shop.",0,train
145,@user: #Berlusconi ha ragione. La fiducia sulla manovra del governo #Monti sarà inevitabile. @user @user,@user: #Berlusconi is right. The confidence vote on the #Monti government's plan will be inevitable. @user @user,1,train
146,Spero che questa sera non facciano vedere solo #Grillo che urla ma anche quello che fa il #M5S a #serviziopubblico e #piazzapulita,"I hope that tonight they don't just show #Grillo shouting, but also what the #M5S is doing on #serviziopubblico and #piazzapulita.",2,train
147,"#movimento5stelle di #Grillo al 7,2%? che c'è di strano? in #italia la #politica perde credibilità e l'antipolitica avanza di qualnquismo","#5StarMovement of #Grillo at 7.2%? What's strange about that? In #Italy, #politics is losing credibility and anti-politics is advancing with populism.",0,train
148,@user ultima chance per il presidente napolitano se il governo monti non dovesse farcela vedi foto http,"@user Last chance for President Napolitano if the Monti government doesn't make it, see photo http",1,train
149,#Grillo magari non avrà risposte certe per l'Italia.. Ma è una ventata di freschezza ed è dalle novità che nascono le idee migliori!,"#Grillo may not have definite answers for Italy... But he is a breath of fresh air, and it's from new things that the best ideas are born!",2,train
150,colpo di scena nel nuovo Governo #Monti. Più che colpo di scena mi sa che sarà il solito inciucio... #facimmeimpresse,"Plot twist in the new #Monti Government. More than a plot twist, it seems like it will be the usual mess... #facimmeimpresse",0,train
151,"#rt seguimi e ti seguo. Voglio seguire tanti Smilers, Selenators, Directioners, Lovatics, Beliebers e altri fandom di cui fate parte. x38","#rt follow me and I'll follow you. I want to follow lots of Smilers, Selenators, Directioners, Lovatics, Beliebers, and other fandoms you're part of. x38",1,train
152,"@user manca poco, nn vedo l'ora di rivederti ❤️❤️❤️","@user it's almost time, I can't wait to see you again ❤️❤️❤️",2,train
153,GASPARRI: Sulle liberalizzazioni il governo Monti si è mostrato poco coraggioso http,"GASPARRI: On liberalizations, the Monti government has shown little courage.",0,train
154,"I'm at Il Bar dell'Università (Torino, Italia) http","I'm at Il Bar dell'Università (Turin, Italy) http",1,train
155,@user mhmh ~ *annuisce entrando piano nell'appartamento* finalmente al caldo~,@mhmh ~ *nods while slowly entering the apartment* finally in the warmth~,2,train
156,"e in mysterious lady, la sua voce ci sarebbe stata perfettamente. invece come al solito é relegato a fare i background vocali.","In ""Mysterious Lady,"" her voice would have been perfect. Instead, as usual, she's relegated to doing background vocals.",0,train
157,harry e tay sarebbero venuti in italia.,Harry and Tay would have come to Italy.,1,train
158,Non riesco a trovare nani e ballerine nel governo Monti. Ci deve essere un errore! :),I can't find dwarfs and dancers in the Monti government. There must be a mistake! :),2,train
